granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,wapocomo_province,maryland_area,land,Antietam–Opequon Mockley,local hydronyms / archaeological horizon,paired-river archaeological construction,installed:in_game/map_data/definitions.txt;GEO-PROXY;NPS-HOPEWELL,medium,The Antietam and Opequon valleys bound Chesapeake-facing Middle Woodland settlement without a later county name.,false
province,wappacoma_province,west_virginia_area,land,Cacapon–Potomac,local hydronyms / archaeological period,paired-river archaeological construction,installed:in_game/map_data/definitions.txt;GEO-PROXY;NPS-HOPEWELL,medium,The Cacapon and upper Potomac valleys provide an AD 1 Woodland frame for this Appalachian corridor.,false
province,wapusk_province,keewatin_n_area,land,Lower Missinipi Shield Lands,local river and coastal-land name / English,river-coast physical construction,installed:in_game/map_data/definitions.txt;GEO-PROXY,medium,The lower Churchill basin and Wapusk coast distinguish the northern Shield from later administrative Keewatin.,false
province,warangal_province,telingana_area,land,Godavari–Musi Andhra Uplands,local hydronyms / ancient polity,paired-river polity construction,installed:in_game/map_data/definitions.txt;GEO-PROXY;INFLIB-EARLY-HISTORIC,medium,The Godavari and Musi basins formed an inland Andhra zone long before Kakatiya Warangal.,false
province,wardandi_province,southwestern_australia_area,land,Wardandi–Kaniyang Southwest,indigenous people names,paired-people ethnogeographic construction,installed:in_game/map_data/definitions.txt;https://aiatsis.gov.au/explore/map-indigenous-australia,medium,Wardandi and Kaniyang names anchor the southwest without a colonial district label.,false
province,wardandi_yoberrore_province_coast,western_australia_high_sea_zones_area,marine,Wardandi–Minang Southern,indigenous people names / English,paired-people maritime construction,installed:in_game/map_data/definitions.txt;https://aiatsis.gov.au/explore/map-indigenous-australia,medium,The waters off Wardandi and Minang country replace later European coastal labels.,false
province,wari_province,puna_area,land,Huarpa–Ayacucho Highlands,archaeological culture and local basin / period,culture-basin archaeological construction,installed:in_game/map_data/definitions.txt;ANT-HUARPA;CWP-ANDES,high,The Ayacucho basin belonged to the Huarpa sequence around AD 1 centuries before the Wari state.,false
province,wari_willka_province,puna_area,land,Mantaro–Churcampa Highlands,local valley and district / archaeological period,valley-district archaeological construction,installed:in_game/map_data/definitions.txt;CWP-ANDES;GEO-PROXY,medium,The Mantaro and Churcampa uplands form a distinct central-Andean Formative highland corridor.,false
province,warmia_province,prussia_area,land,Vistula-Lagoon Aestian Coast,local waterbody / ancient people,waterbody-people construction,installed:in_game/map_data/definitions.txt;TAC-GER;PAN-WBB,high,The southeastern Vistula Lagoon lay within the amber-rich Aestian coastal world.,false
province,waropen_province,papua_area,land,Mamberamo–Sentani Papuan,local river and lake names / regional adjective,paired-landmark construction,installed:in_game/map_data/definitions.txt;JPA-PAPUA;GEO-PROXY,medium,The Mamberamo drainage and Sentani basin frame plural northern New Guinea societies.,false
province,warsaw_province,mazovia_area,land,Vistula–Narew Przeworsk March,local hydronyms / archaeological culture,paired-river frontier construction,installed:in_game/map_data/definitions.txt;UW-PRZEWORSK;UW-PRZ,high,The middle Vistula and lower Narew formed the northeastern margin of Przeworsk settlement.,false
province,warwa_province,northwestern_australia_area,land,Wilinggin–Worrorra Wilinggin,indigenous people names / regional adjective,paired-people ethnogeographic construction,installed:in_game/map_data/definitions.txt;https://aiatsis.gov.au/explore/map-indigenous-australia,medium,Wilinggin and Worrorra names distinguish the northwestern Kimberley without colonial boundaries.,false
province,warwickshire_province,midlands_area,land,Tame–Avon Corieltauvi Lands,local hydronyms / ancient people,paired-river ethnogeographic construction,installed:in_game/map_data/definitions.txt;PTO-GEO-II2;MANN-BRI,high,The Tame and Avon valleys occupied the southwestern edge of Corieltauvian territory.,false
province,washeo_province,keewatin_area,land,Severn–Big-Trout Laurel Lands,local river and lake / archaeological tradition,paired-landmark archaeological construction,installed:in_game/map_data/definitions.txt;GEO-PROXY;OAS-POINT,medium,The Severn and Big Trout watersheds frame the northern reach of Laurel-period settlement.,false
province,washington_sea_zones_province,cascadia_sea_zones_area,marine,Willapa–Tillamook Coastal,indigenous-derived coastal names / English,paired-landmark maritime construction,installed:in_game/map_data/definitions.txt;GEO-PROXY,medium,Willapa Bay and the Tillamook shore anchor this Northwest Coast sea zone without a colonial state name.,false
province,washm_province,najd_area,land,Dhurma–Burud Central-Arabian,Arabic oasis names / regional adjective,paired-oasis construction,installed:in_game/map_data/definitions.txt;STR-ARAB;PLN-ARAB,medium,Dhurma and al-Burud anchor the settled pockets along central Arabia's western steppe.,false
