"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","berau_province","north_borneo_area","land","Kayan–Berau River","local hydronyms / English","river-community archaeological construction","GEO-PROXY;QSR-LIANG-JON;QINT-LIANG-ABU","medium","East Borneo river corridors provide a cautious frame where named AD 1 polities are unattested.","false"
"province","berda_province","pryazovia_area","land","Molochna–Maeotian Steppe","local hydronym / Greek ethnogeography / English","river and attested steppe-region construction","GEO-PROXY;WIL-SAR;ANA-SAR","high","The Molochna corridor lay in the Sarmatian and Maeotian steppe before Berdiansk and Melitopol.","false"
"province","bergamo_province","lombardy_area","land","Cenomani of Bergomum","Latinized Celtic ethnonym and Roman place name","attested people-center construction","GEO-PROXY;STR-GAL;OCD-GAL","high","Roman Bergomum stood within the country associated with the Cenomani.","false"
"province","bergenhus_province","syd_norge_area","land","Hardanger–Hordaland Fjord","local geographic names / English","paired fjord-landscape construction","GEO-PROXY;https://www.britannica.com/place/Norway/Settlement","medium","The west-Norwegian fjord footprint is represented without projecting the medieval Bergenhus administration.","false"
"province","bergisches_land_province","rhineland_area","land","Sugambri–Ubii Rhine Hills","Latinized Germanic ethnonyms / English","attested peoples and landscape construction","GEO-PROXY;TAC-GER","high","Sugambrian and Ubii spheres frame the wooded hills east of the lower Rhine around AD 1.","false"
"province","bering_sea_zones_province","alaska_sea_zones_area","marine","Northern Ocean and Aleutian Approaches","English","physical maritime construction","GEO-PROXY;https://www.nps.gov/aleu/learn/historyculture/unangax.htm","medium","A physical label avoids the eighteenth-century Bering name while recognizing the ancient Aleutian maritime world.","false"
"province","berkshire_province","home_counties_area","land","Atrebatic Thames–Kennet Lands","Latinized Celtic ethnonym / local hydronyms / English","attested polity and river construction","GEO-PROXY;CCI-TIN;PTO-GEO-II2","high","The upper Thames and Kennet lay in the Atrebatic political sphere at the campaign boundary.","false"
"province","bermuda_province","bermuda_area","land","Atlantic Isles","English","settlement-status physical construction","GEO-PROXY;https://www.britannica.com/place/Bermuda/History","high","Bermuda had no known human settlement in AD 1 and receives a neutral physical label.","false"
"province","bermuda_sea_zones","atlantic_sea_area","marine","Western Atlantic Drift Waters","English","physical oceanographic construction","GEO-PROXY;https://oceanservice.noaa.gov/facts/sargassosea.html","medium","The Gulf Stream gyre footprint is named physically without the later Bermuda toponym.","false"
"province","bern_province","central_switzerland_area","land","Helvetii of the Aar and Alpine Lakes","Latin ethnonym / local hydronym / English","attested people-landscape construction","GEO-PROXY;STR-GAL;OCD-GAL","high","The Aar basin and Bernese lakes formed part of the Helvetian country under Rome.","false"
"province","beryozovka_province","perm_area","land","Southern Upper-Kama Glyadenovo Lands","local hydronym / archaeological term / English","archaeological river-region construction","GEO-PROXY;BSE-GLYADENOVO;ENC-NEEU","high","Glyadenovo material is securely campaign-period in the upper Kama forest zone.","false"
"province","beshbalik_province","dzungaria_area","land","Jushi and Eastern Tianshan Oases","Han-era polity name / local mountain name / English","attested polity-oasis construction","GEO-PROXY;HAN-WR;HHS-WR","high","The Beshbalik and Bogda footprint belongs to the Jushi oasis world recorded by Han sources.","false"
"province","betsiamites_province","quebec_area","land","North-Shore Shield","English","physical archaeological construction","GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/woodland-culture","medium","A river and shield-country label avoids backdating later Innu political names to AD 1.","false"
