"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","thanh_hoa_coast_sea_province","southeast_asian_coasts_area","marine","Jiuzhen–Jiaozhi Bight","Han Chinese commandery names / English","paired-administration maritime construction","GEO-PROXY;CAM-YUE","high","Han commanderies anchor the Gulf of Tonkin waters at AD 1.","false"
"province","thanh_hoa_province","red_river_delta_area","land","Jiuzhen Commandery–Ma River Lands","Han Chinese commandery / indigenous hydronym / English","attested-administration river construction","GEO-PROXY;CAM-YUE","high","The Ma River basin formed the core of Han Jiuzhen commandery.","false"
"province","thaolintoa_province","keewatin_n_area","land","Dorset Kazan–Dubawnt Tundra","archaeological name / indigenous hydronyms / English","horizon-paired-river construction","GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/dorset-culture","high","Dorset populations occupied the eastern Arctic around the era boundary.","false"
"province","tharparkar_province","sindh_area","land","Abiria–Thar Drylands","classical regional name / indigenous desert name / English","attested-region desert construction","GEO-PROXY;PER","medium","Classical Abiria and the Thar frame the lower-Indus desert before later states.","false"
"province","thaton_province","irrawady_delta_area","land","Sittaung–Salween Lands","indigenous hydronyms / archaeological English","paired-river horizon construction","GEO-PROXY;BELLINA-SHK","medium","A river-based Iron-Age frame avoids backdating medieval Thaton.","false"
"province","thessaly_province","northern_greece_area","land","Roman Thessaly of Larisa–Demetrias","Latin administration / Greek ancient cities","attested-region paired-center construction","GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/9/5*.html","high","Larisa and Demetrias anchored Roman Thessaly.","false"
"province","thien_truong_province","red_river_delta_area","land","Jiaozhi Commandery–Red-River Delta","Han Chinese commandery / English hydronym","attested-administration delta construction","GEO-PROXY;CAM-YUE","high","The lower Red River belonged to Han Jiaozhi commandery.","false"
"province","thierache_province","picardy_area","land","Nervii of Sabis–Oise","Latinized Gaulish ethnonym / classical and local hydronyms","attested-people paired-river construction","GEO-PROXY;STR-GAL;OCD-GAL","high","The Sambre-Oise uplands lay in Nervian country.","false"
"province","thilane_hot_ine_province","athabasca_area","land","Taltheilei Birch-Mountain–Athabasca","archaeological name / indigenous geographic names / English","horizon-paired-landmark construction","GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/taltheilei-shale-tradition","medium","Taltheilei material frames the boreal Athabasca uplands.","false"
"province","thubun_province","athabasca_area","land","Taltheilei Tu-Nedhé–Nonacho Lands","archaeological name / indigenous geographic names / English","horizon-paired-landmark construction","GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/taltheilei-shale-tradition","medium","Great-Slave-Lake hinterlands receive a Taltheilei frame.","false"
