granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,chitral_province,upper_indus_area,land,Darada–Kunar Highlands,Sanskrit ethnonym / local hydronym / English,attested people and mountain construction,GEO-PROXY;https://www.britannica.com/place/Chitral,medium,Darada communities and the Kunar headwaters replace the later Chitral political label.,false
province,chittagong_province,arakhan_area,land,Samatata–Karnaphuli Coast,Sanskrit historical region / local hydronym / English,attested region and river-coast construction,GEO-PROXY;CAM-ARAKAN-BOUNDARY;https://en.banglapedia.org/index.php/Samatata,high,Samatata and the Karnaphuli coast frame the eastern Bengal and Chittagong footprint.,false
province,chizhou_province,jiangnan_area,land,Yangzi Copper Hills,Han Chinese commandery and river names / English,attested administration and resource-landscape construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,high,The southern Yangzi copper hills belonged to Han Danyang commandery.,false
province,chkoy_province,lower_selenga_area,land,Xiongnu Khentii–Selenga March,Han-era ethnonym / local mountain and river names,attested polity and landscape construction,GEO-PROXY;OUP-XIO,high,The Khentii and lower Selenga formed part of the eastern Xiongnu heartland around AD 1.,false
province,choco_province,caly_area,land,Atrato–Baudó Rainforest,local hydronym and mountain name / English,river-biome archaeological construction,GEO-PROXY;https://www.britannica.com/place/Atrato-River,medium,The Atrato basin and Baudó ranges provide an era-neutral frame for diverse rainforest communities.,false
province,choiseul_province,tinputz_area,land,Northwestern Solomon Island,English,directional archipelago community construction,GEO-PROXY;CAM-LAP,medium,The island footprint is identified within the post-Lapita Solomons without retaining the colonial Choiseul name.,false
province,chol_province,songnen_area,land,Nen–Khingan Xianbei Frontier,local hydronym and mountain name / Han ethnonym,river-mountain frontier construction,GEO-PROXY;OUP-XIO;https://ctext.org/han-shu/xiong-nu-zhuan-xia/ens,medium,The Nen and Greater Khingan corridor lay on the eastern steppe frontier associated with Xianbei groups.,false
province,cholistan_province,punjab_area,land,Sauvira–Hakra Desert Oases,Sanskrit historical region / local hydronym / English,attested region and desert-oasis construction,GEO-PROXY;https://www.britannica.com/place/Sindh-province-Pakistan/History,medium,Sauvira and the Hakra desert route replace the later Cholistan regional name.,false
province,choluteca_province,kuskatan_area,land,Fonseca–Choluteca,local gulf and river names / archaeological English,river-gulf archaeological construction,GEO-PROXY;https://www.metmuseum.org/toah/hd/mcam/hd_mcam.htm,medium,Late Formative communities around the gulf and river precede later Chorotega and colonial polities.,false
province,chongqing_province,chuandong_area,land,Ba Commandery at Jiangzhou,Han Chinese commandery and county names,attested administrative-center construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,high,Jiangzhou was the Han center of Ba commandery at the Yangzi and Jialing confluence.,false
province,chopim_province,parana_area,land,Taquara–Itararé Highland,archaeological terms / English,paired archaeological-horizon construction,GEO-PROXY;https://doi.org/10.1016/j.jasrep.2021.103004,medium,The southern Brazilian uplands held emerging Taquara-Itararé traditions around the campaign boundary.,false
province,chornobyl_province,right_bank_ukraine_area,land,Pripet–Dnieper Zarubintsy,local hydronyms / archaeological term / English,archaeological river-region construction,GEO-PROXY;https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CZ%5CA%5CZarubyntsiaculture.htm,high,Zarubintsy communities occupied the Pripet and middle Dnieper forest-steppe around AD 1.,false
province,chorti_province,kuskatan_area,land,Copán–Lempa Maya,Maya place name / local hydronym / English,center-river archaeological construction,GEO-PROXY;https://www.metmuseum.org/toah/hd/maya/hd_maya.htm,high,The Copán valley and upper Lempa frame southeastern Maya communities before later Ch'orti' identity.,false
province,choyr_province,eastern_gobi_area,land,Eastern Gobi Xiongnu Pastures,English / Han ethnonym,attested polity and landscape construction,GEO-PROXY;OUP-XIO,high,The eastern Gobi grazing corridor belonged to the wider Xiongnu imperial sphere.,false
province,christmas_island_coast_province,timor_sea_area,marine,Monsoon-Sea Approaches,English,settlement-status maritime construction,GEO-PROXY;https://www.britannica.com/place/Christmas-Island,high,The remote waters receive a physical label because the island had no known AD 1 settlement.,false
province,christmas_island_province,java_area,land,Monsoon-Sea Island,English,settlement-status physical construction,GEO-PROXY;https://www.britannica.com/place/Christmas-Island,high,The island had no known inhabitants at the campaign boundary and its modern holiday name is removed.,false
province,chrudimsko_province,bohemia_area,land,Bohemian Marcomanni,English / Latinized Germanic ethnonym,attested people and directional construction,GEO-PROXY;TAC-GER,high,The upper Elbe and eastern Bohemian basin lay within Marcomannic power around AD 1.,false
province,chu_province,zhetysu_area,land,Wusun of the Chu Valley,Han-era ethnonym / local hydronym,attested people-river construction,GEO-PROXY;HAN-WR;UNESCO-CA-NOMADS,high,The Chu valley and Balasagun corridor belonged to the Wusun sphere.,false
