granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,aacistak_province,california_area,land,Awaswas–Mutsun Coast,Ohlone ethnonyms / English,documented community-territory composite,installed:in_game/map_data/definitions.txt;https://www.parks.ca.gov/?page_id=24203;NOAA-MONTEREY,medium,Awaswas and Mutsun communities bracket the Monterey Bay and Pajaro basin locations; the composite avoids projecting a later colonial county name.,false
province,aahkawiraahkata,central_plains_area,land,Woodland River Villages,Plains indigenous name / English,local-name settlement-landscape construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,Shared intentionally with the same-key location because EU5 has one localization key; the indigenous name denotes a river-village district.,false
province,aargau_province,central_switzerland_area,land,Helvetian Aare–Reuss,Latin ethnonym / hydronyms,attested people and river-basin composite,installed:in_game/map_data/definitions.txt;STR-GAL;PLE,high,The Aare-Reuss corridor and Helvetian population fit the installed Aargau-Lucerne footprint at AD 1.,false
province,aashise_province,upper_missouri_area,land,Upper Missouri Besant Lands,archaeological English,dated archaeological-horizon construction,installed:in_game/map_data/definitions.txt;https://www.nps.gov/parkhistory/online_books/badl/hrs/chap3.pdf,medium,Besant occupation begins around the campaign boundary and provides a defensible Upper Missouri archaeological label without a later tribal projection.,false
province,abarkuh_province,fars_area,land,Northern Persis Uplands,Greek geographic exonym / English,attested region and topographic subdivision,installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+15.3;PLE;GEO-PROXY,high,The Abarkuh-Abadeh uplands form the northern interior of classical Persis; the directional form distinguishes this province from the lowland core.,false
province,aberdeenshire_province,scottish_lowlands_area,land,Taexali and Devana,Latinized Brittonic,attested people and settlement composite,installed:in_game/map_data/definitions.txt;PTO-GEO-II2;MANN-BRI;GEO-PROXY,medium,Ptolemy's Taexali and the mapped Devana proxy replace the medieval shire while covering the Dee-Don hinterland.,false
province,abha_province,north_yemen_area,land,Sabaean Sarāt Highlands,Sabaic ethnonym / Arabic topography,attested polity and mountain-belt composite,installed:in_game/map_data/definitions.txt;PER;GEO-PROXY,medium,The upper Asir locations are treated as Sabaean-connected Sarāt highlands rather than the modern city-derived province.,false
province,abihka_province,alabama_area,land,Coosa–Tallapoosa Woodlands,Indigenous hydronyms / English,watershed archaeological construction,installed:in_game/map_data/definitions.txt;GEO-PROXY,medium,The Coosa and Tallapoosa watersheds identify the constituent woodland locations without backdating the later Abihka town identity.,false
province,abitibi_province,jamesie_area,land,Harricana Shield,Algonquian hydronyms / English,enduring hydronym and physiographic composite,installed:in_game/map_data/definitions.txt;GEO-PROXY,medium,The Abitibi and Harricana drainage across the Canadian Shield is more stable than any unattested AD 1 political label.,false
province,abkhazia_province,georgia_area,land,Dioscurias–Pityus Coast,Ancient Greek,attested settlement-pair territorial composite,installed:in_game/map_data/definitions.txt;STR-CAUC;PLE;IRAN-COL,high,Dioscurias and Pityus anchor the Colchian Black Sea frontage represented by the installed Sukhumi-Pitsunda locations.,false
