granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,ajaccio,pumonte_province,land,Ourkinion-Gulf Corsi Shore,Greek geographic name / ancient people,feature-people construction,installed:in_game/map_data/location_templates.txt;PLE;GEO-PROXY,medium,Ourkinion provides a classical anchor for the southwestern coast of Kyrnos.,false
location,ajanas,upper_cagayan_province,land,Chico–Cagayan Iron Riverlands,local hydronyms / archaeological period,paired-river archaeological construction,installed:in_game/map_data/location_templates.txt;NMP-PH-METAL;GEO-PROXY,medium,The Chico-Cagayan corridor is framed through its contemporary metal-age settlements.,false
location,ajara,malnad,land,Malaprabha–Ghataprabha Megalithic Uplands,local hydronyms / archaeological horizon,paired-river archaeological construction,installed:in_game/map_data/location_templates.txt;CAM-CENTRAL-INDIA-MEGALITHS;GEO-PROXY,medium,The two upper Krishna tributaries anchor this Deccan megalithic landscape.,false
location,ajase,fon_province,land,Lower-Ouémé Iron-Forest Clearings,local hydronym / archaeological period,river-landscape construction,installed:in_game/map_data/location_templates.txt;MET-IRON;JAH-GHANA,medium,The lower Ouémé forest margin is represented through early iron-using clearings rather than the later town.,false
location,ajawewesitagun,pikwedina_province,land,Ajawewesitagun–Assiniboine Laurel Marshes,indigenous place and river names / archaeological tradition,paired-landmark archaeological construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;OAS-POINT,medium,The indigenous locality sits within the Laurel-period Assiniboine marshlands.,false
location,ajayameru,lower_ghaghara_province,land,Lower-Karnali–Ghaghara Riverlands,local hydronyms / English,paired-river physical construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,The paired rivers replace the much later Ajayameru name with a geographic Himalayan-foreland frame.,false
location,ajdabiya,barca_province,land,Corniclanum Syrtis Roadstead,Latin station and gulf names,attested-center construction,installed:in_game/map_data/location_templates.txt;PLE;GEO-PROXY,medium,Corniclanum anchors the coastal route west of Barke near the Greater Syrtis.,false
location,ajehuac_yana,tickanwatic_province,land,Ajehuac-Yana Edwards Camps,indigenous local name / regional landmark,local-name archaeological construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,The local name is retained within a mobile Edwards Plateau Archaic setting.,false
location,ajie,kanaky_province,land,Ajie Post-Lapita Valley,indigenous language name / archaeological horizon,local-name archaeological construction,installed:in_game/map_data/location_templates.txt;CAM-LAP;GEO-PROXY,medium,Ajie identifies a central Kanaky valley within the post-Lapita island world.,false
location,ajim,djafara_province,land,Meninx Western Anchorage,Greek island-city name / English orientation,attested-center coastal construction,installed:in_game/map_data/location_templates.txt;PLE;PER,high,Ajim lies on the western shore of ancient Meninx and is named for that island emporium.,false
location,ajmer,dhundhar,land,Puṣkara–Matsya Hill Shrine,Sanskrit sacred place / ancient polity,shrine-polity construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;BM-TRIBAL-COINS,medium,Puṣkara supplies the ancient sacred anchor for the hills west of Matsya's core.,false
location,aju,hongju_province,land,Asan-Bay Mahan Settlement,local bay name / ancient confederacy,feature-polity construction,installed:in_game/map_data/location_templates.txt;NAJU-MAHAN;NMK-SAMHAN,medium,The Asan Bay shore belonged to the many-settlement Mahan world around AD 1.,false
location,ajuchitlan,tepecoacuilco_province,land,Balsas–Ajuchitlán Shaft-Tomb Lands,local river and place names / archaeological tradition,paired-feature archaeological construction,installed:in_game/map_data/location_templates.txt;INAH-WEST-SHAFT;INAH-MEZCALA,medium,The local Balsas valley name is framed within Guerrero's shaft-tomb horizon.,false
location,ajusco_mountains,anahuac_province,land,Ajusco–Cuicuilco Volcanic Heights,local mountain and ancient center names,paired-landmark archaeological construction,installed:in_game/map_data/location_templates.txt;INAH-CUICUILCO-TEO;INAH-TEO-START,high,The Ajusco heights overlooked Cuicuilco and the southern Basin of Mexico.,false
location,ak_mountains,sivas_province,land,Antitaurus–Sebasteia Highlands,ancient range and city names,paired-landmark regional construction,installed:in_game/map_data/location_templates.txt;STR-ANA;PLE,high,The Antitaurus uplands formed the southern approaches to Sebasteia in Lesser Armenia.,false
location,aka,bicchuu_province,land,Aka–Kibi Yayoi Fields,local place / ancient region and archaeological period,place-region archaeological construction,installed:in_game/map_data/location_templates.txt;JAA-YAY;ISIJ-YAY,medium,Aka is retained as a local anchor within the central Kibi Yayoi plain.,false
location,akademiya_bay,amur_coast_sea_zones_province,sea,Yilou Amur-Liman Coastal Waters,Han-era people and local estuary / English,people-feature maritime construction,installed:in_game/map_data/location_templates.txt;NMJH-YIL;RAD-SAKHALIN,medium,The bay waters are placed within the Yilou-facing Amur liman rather than given the modern academy name.,false
location,akaishi_mountains,shinano_province,land,Akaishi–Suwa Yayoi Highlands,local range and basin / archaeological period,paired-landmark archaeological construction,installed:in_game/map_data/location_templates.txt;ISIJ-YAY;JAA-YAY,medium,The Akaishi range and Suwa basin define eastern Shinano's Yayoi highlands.,false
location,akamba,nye_province,land,Kawich–Amargosa Desert-Archaic Camps,local range and river / archaeological period,paired-landmark archaeological construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,The Kawich and Amargosa desert corridors frame mobile Archaic occupation.,false
location,akan_loc,kushiro_province,land,Akan–Kushiro Epi-Jōmon Lake Country,local lake and region / archaeological horizon,paired-landmark archaeological construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;JAA-YAY,medium,Lake Akan is framed within eastern Ezo's Epi-Jōmon landscape rather than later Japanese administration.,false
location,akana,ji_parana_province,land,Ji-Paraná–Akana Ceramic Forest Lands,local river and place names / archaeological framing,paired-feature archaeological construction,installed:in_game/map_data/location_templates.txt;SA-EXPANSIONS;GEO-PROXY,medium,Akana is retained as a local anchor in the ceramic-using Ji-Paraná forest corridor.,false
location,akaray,paraguay_province,land,Akaray–Paraná Guaraní Lands,local hydronyms / indigenous people,paired-river ethnogeographic construction,installed:in_game/map_data/location_templates.txt;SA-EXPANSIONS;GEO-PROXY,medium,The Akaray joins the Paraná within a Guaraní-speaking forest and river landscape.,false
location,akaroa,waitaha_province,land,Unpeopled Akaroa Volcanic Harbour,local indigenous-derived bay name / English,occupancy-qualified feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,high,The volcanic harbour is explicitly unpeopled at AD 1 centuries before Polynesian settlement.,false
location,akashi,harima_province,land,Akashi-Strait Yayoi Shore,local strait name / archaeological period,feature archaeological construction,installed:in_game/map_data/location_templates.txt;ISIJ-YAY;JAA-YAY,medium,The Akashi shore controlled a narrow inland-sea crossing within the Harima Yayoi world.,false
location,akbarpur,awadh_province,land,Tamasā Kosala Fields,Sanskrit hydronym / ancient polity,river-polity construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;ASI-MITRA,medium,The Tamasā basin supplies an ancient Kosalan frame in place of the Mughal-era Akbarpur name.,false
location,akcasehir,bolu_province,land,Diapolis Mariandynian Shore,Greek city name / ancient people,attested-center construction,installed:in_game/map_data/location_templates.txt;STR-ANA;PLE,high,Diapolis anchors the Black Sea shore of Mariandynia near modern Akçakoca.,false
