"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","rampur_rokhilkhand_province","rokhilkhand_area","land","Northern Panchala of Ahicchatra–Ganga","Sanskrit polity and city names / indigenous hydronym","attested-polity center-river construction","GEO-PROXY;https://www.britannica.com/place/Panchala","high","Northern Panchala and Ahicchatra frame the upper Ganga plain before Rohilla rule.","false"
"province","ranchi_province","jharkhand_area","land","Munda Koel–Subarnarekha Uplands","indigenous ethnolinguistic name and hydronyms / English","people-paired-river construction","GEO-PROXY;https://www.britannica.com/topic/Munda-languages","medium","A Munda-speaking upland frame replaces the later city and district name.","false"
"province","rangiroa_coastal_sea_zones_province","tuamotu_sea_zones_area","marine","Rangiroa–Manihi Waters","indigenous island names / English","settlement-status paired-island maritime construction","GEO-PROXY;CAM-LAP","high","The northern Tuamotu atolls were not settled at AD 1.","false"
"province","rangiroa_province","palliser_area","land","Rangiroa–Tikehau Atolls","indigenous island names / English","settlement-status paired-atoll construction","GEO-PROXY;CAM-LAP","high","Eastern Polynesian settlement of these atolls postdates the campaign opening.","false"
"province","rangkullmapu_province","pampa_area","land","Tandilia–Ventania Hunter Lands","indigenous-derived oronyms / archaeological English","paired-upland subsistence construction","GEO-PROXY;https://www.cambridge.org/core/journals/latin-american-antiquity","medium","The pampas south of the Salado are framed by their long-used hill systems rather than a later polity.","false"
"province","ranyah_province","north_yemen_area","land","Jurash–Bisha Highland Oases","ancient South-Arabian and indigenous names / English","paired-oasis highland construction","GEO-PROXY;PER","medium","Jurash and Bisha anchor the inland South-Arabian caravan uplands.","false"
"province","raozhou_province","jiangxi_area","land","Yuzhang Commandery–Poyang Basin","Han Chinese commandery and lake names / English","attested-administration lake-basin construction","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Poyang basin belonged to Han Yuzhang commandery.","false"
"province","rapa_nui_province","rapa_nui_area","land","Rapa-Nui Island","indigenous island name / English","settlement-status island construction","GEO-PROXY;CAM-LAP","high","Human settlement of Rapa Nui postdates AD 1 by many centuries.","false"
"province","raqqa_province","jazira_area","land","Euphrates of Nikephorion–Sura","Greek and Latin ancient centers / English","paired-center river-corridor construction","GEO-PROXY;https://pleiades.stoa.org/places/668290","high","Nikephorion and Sura anchor the Euphrates corridor before Islamic al-Raqqa.","false"
"province","raritan_province","new_jersey_area","land","Abbott-Farm Raritan–Hackensack Lands","archaeological site / indigenous hydronyms / English","site-paired-river construction","GEO-PROXY;OAS-POINT","medium","Middle-Woodland river and estuary populations replace colonial New Jersey geography.","false"
"province","raro_matai_ma_province","totaiete_ma_area","land","Havaiʻi–Huahine Isles","indigenous island names / English","settlement-status paired-island construction","GEO-PROXY;CAM-LAP","high","Secure Society-Islands settlement postdates AD 1.","false"
"province","raseiniai_province","samogitia_area","land","West-Baltic Dubysa–Nemunas Lands","archaeological-linguistic English / indigenous hydronyms","language-paired-river construction","GEO-PROXY;https://www.britannica.com/topic/Baltic-languages","medium","A West-Baltic riverland frame avoids the medieval Samogitian district.","false"
