granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,pacific_equatorial_countercurrent21,pacific_equatorial_countercurrent_province,sea,Eastward Ocean Crosswind,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent22,pacific_equatorial_countercurrent_province,sea,Eastward Ocean Starward,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent23,pacific_equatorial_countercurrent_province,sea,Eastward Ocean Cloudward,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent24,pacific_equatorial_countercurrent_province,sea,Windward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent25,pacific_equatorial_countercurrent_province,sea,Leeward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent26,pacific_equatorial_countercurrent_province,sea,Monsoon Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent27,pacific_equatorial_countercurrent_province,sea,Trade-Wind Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent28,pacific_equatorial_countercurrent_province,sea,Return Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent29,pacific_equatorial_countercurrent_province,sea,Bluewater Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent3,pacific_equatorial_countercurrent_province,sea,Pelagic Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent30,pacific_equatorial_countercurrent_province,sea,Horizon Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent31,pacific_equatorial_countercurrent_province,sea,Stormward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent32,pacific_equatorial_countercurrent_province,sea,Sunward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent33,pacific_equatorial_countercurrent_province,sea,Rain-Wind Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent34,pacific_equatorial_countercurrent_province,sea,Dry-Wind Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent4,pacific_equatorial_countercurrent_province,sea,Long-Swell Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent5,pacific_equatorial_countercurrent_province,sea,Crosswind Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent6,pacific_equatorial_countercurrent_province,sea,Starward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent7,pacific_equatorial_countercurrent_province,sea,Cloudward Offing,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent8,pacific_equatorial_countercurrent_province,sea,Eastward Ocean,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_equatorial_countercurrent9,pacific_equatorial_countercurrent_province,sea,Leeward Eastward,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current1,pacific_hawaii_province,sea,Hawaiian Great Ocean Windward,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current2,pacific_hawaii_province,sea,Hawaiian Great Ocean Leeward,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current3,pacific_hawaii_province,sea,Hawaiian Great Ocean Monsoon,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current4,pacific_hawaii_province,sea,Great Trade Passage,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current5,pacific_hawaii_province,sea,Hawaiian Great Ocean,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current6,pacific_hawaii_province,sea,Hawaiian Great,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current7,pacific_hawaii_province,sea,Hawaiian Great Ocean Pelagic,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
location,pacific_hawaii_current8,pacific_hawaii_province,sea,Hawaiian Great Ocean Horizon,ancient cartographic English,coordinate-ranked ancient ocean grid,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,Unique coordinate-ranked AD 1 cartographic sea label without modern current or explorer eponyms.,false
