granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
area,scandinavian_sea_zones_area,scandinavian_region,marine,Scandian Atlantic Waters,Latin conventional geographic form / English,classical-island maritime construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Plin.+Nat.+4&fromdoc=Perseus%3Atext%3A1999.02.0137,medium,Scandia supplies a classical northern-European frame for the Finnmark Nordland and south-Norwegian coastal cells without imposing a later Norwegian state or county system.,false
area,scottish_highlands_area,great_britain_region,land,Caledonii–Vacomagi Highlands,Latinized Brittonic ethnonyms / English,attested people-landscape composite,GEO-PROXY;PTO-GEO-II2;https://www.cambridge.org/core/journals/journal-of-roman-studies/article/gnaevs-ivlivs-agricola1/99910500B05E494EFB6B14CB50ABE88E,high,Caledonii anchor the western and central highlands while Vacomagi fit Moray and adjacent interior; coastal northern groups remain locally distinct.,false
area,scottish_lowlands_area,great_britain_region,land,Votadini–Damnonii–Taexali,Latinized Brittonic ethnonyms,attested people-region composite,GEO-PROXY;PTO-GEO-II2;MANN-BRI;https://www.cambridge.org/core/journals/journal-of-roman-studies/article/gnaevs-ivlivs-agricola1/99910500B05E494EFB6B14CB50ABE88E,high,Votadini and Damnonii frame the southeast and Clyde basin while Taexali cover the northeast; Selgovae and Novantae remain represented below this tier.,false
area,sea_of_japan_area,japan_region,marine,Wa–Sushen Inner Waters,Han ethnonyms / English,attested peoples and enclosed-sea construction,GEO-PROXY;NMJH-YIL;ISIJ-YAY,medium,Wa anchors the Japanese shore and Sushen-Yilou traditions the continental north; Inner Waters distinguishes the enclosed sea without retaining the modern national name.,false
area,serbia_area,balkan_region,land,Dardania Moesia Scordisci,Greek and Latin regional and ethnographic forms,attested people-region composite,GEO-PROXY;STR-BAL;MGL-THR,high,Dardani anchor Kosovo and Raška Moesian communities the east and Scordisci the Sava-Danube approaches; later medieval Serbia is removed.,false
area,severia_area,ruthenia_region,land,Upper Desna Zarubintsy Lands,local hydronym / archaeological term,archaeological-horizon and river-axis construction,GEO-PROXY;RAS-ZAR,high,Bryansk Chernihiv Gomel and Novhorod-Siverskyi children sit along the upper Desna-Dnieper forest-steppe within or beside the Zarubintsy horizon at AD 1.,false
area,shaanxi_area,west_china_region,land,Guanzhong–Hanzhong,Han Chinese regional names,attested basin-region composite,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Guanzhong covers the Wei valley and imperial approaches while Hanzhong anchors the Han River basin; Shangluo and the southern mountain corridors remain connective margins.,false
area,shan_highland_area,indochina_region,land,Salween–Shweli Highland,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;BELLINA-SHK,medium,Hsenwi Hsipaw Kengtung and Mongnai span Salween-Shweli uplands inhabited by varied Tibeto-Burman Austroasiatic and other communities; later Shan states are not backdated.,false
area,shandong_area,north_china_region,land,Qi–Lu Peninsula and Plain,Han Chinese ancient regional names / English,attested cultural-region construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Qi and Lu remained durable Han-era cultural-geographic frames across the Shandong peninsula lower Yellow River plain and Mount Tai approaches.,false
area,shanxi_area,north_china_region,land,Hedong–Taiyuan–Shangdang,Han Chinese commandery names,attested administrative-region composite,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,The three major Han commandery frames cover the Fen valley Taiyuan basin and southeastern uplands without retaining the later Shanxi province.,false
area,shiewhibak_area,aridoamerica_region,land,Basketmaker–Sonoran Drylands,archaeological term / English,archaeological-horizon and ecological composite,GEO-PROXY;NPS-SONORAN;https://www.nps.gov/meve/learn/historyculture/basketmaker.htm,medium,Basketmaker communities fit the northern plateau while long-developing Sonoran farming and foraging networks fit the southern children; later O'odham Apache and Hopi borders are not projected backward.,false
area,shilkari_area,mongolia_region,land,Onon–Shilka Xiongnu Frontier,local hydronyms / Xiongnu ethnonym,river-axis political-frontier construction,GEO-PROXY;ACSS-ALTAI-XIONGNU;CTP-XIO,high,Onon Torey and Shilka children lay on the northeastern edge of the Xiongnu world among distinct Transbaikal communities; Frontier avoids a claim of uniform administration.,false
area,shirvan_area,caucasus_region,land,Caucasian Albania,Greek and Latin conventional forms,attested polity-region composite,GEO-PROXY;STR-CAUC,high,Arran Shaki and the Kura lowlands belong to Caucasian Albania while Baku and Muğan extend through ancient Caspiane toward the western Caspian shore.,false
area,sicily_area,italy_region,land,Sicilia Trinacria,Latin / Ancient Greek,attested dual island-name construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+6.2&fromdoc=Perseus%3Atext%3A1999.01.0239,high,Sicilia is the Roman provincial island and Trinacria its ancient three-caped poetic-geographic name; the pair distinguishes the AD 1 label from vanilla Sicily.,false
area,silesia_area,baltic_region,land,Lugii–Przeworsk Oder Lands,Latinized ethnonym / archaeological term / local hydronym,attested people and archaeological-horizon construction,GEO-PROXY;STR-GER;UW-PRZEWORSK,high,The upper and middle Oder children fall within the Przeworsk material sphere associated cautiously with the broad Lugian world; no medieval Silesian identity is assumed.,false
area,sinai_area,egypt_region,land,Nabataean–Egyptian Isthmus,Nabataean ethnonym / English,political-frontier and physical-geography construction,GEO-PROXY;STR-ARAB,medium,North Sinai and the Tih desert linked Augustan Egypt with Nabataean routes and communities; the name does not backdate the Roman province of Arabia Petraea.,false
area,sindh_area,western_india_region,land,Indoskythia Indus,Greek conventional form / English,attested polity-region and river construction,GEO-PROXY;PER;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,high,The lower Indus and Sindh coast were described as Indoskythia under Indo-Scythian power around the era boundary; Sibi and Thar remain frontier extensions.,false
area,sinu_area,colombia_region,land,Zenú–Lower Magdalena Lands,Indigenous ethnonym / archaeological English,archaeological-cultural and river-axis construction,GEO-PROXY;CAM-SNSM;https://www.metmuseum.org/toah/hd/zen/hd_zen.htm,medium,Zenú traditions anchor the Sinú-Mompos lowlands while the lower Magdalena and Sierra Nevada fringe retained distinct Formative trajectories; later Tairona cities are excluded.,false
area,sistan_area,persia_region,land,Sakastan–Arachosia,Middle Iranian and Greek conventional forms,attested regional composite,GEO-PROXY;https://www.iranicaonline.org/articles/drangiana;https://www.iranicaonline.org/articles/arachosia,high,Sakastan-Drangiana covers Zaranj Farah and Helmand while Arachosia frames Kandahar Ghazni and Kabul-facing descendants; the composite matches the unusually broad installed area.,false
area,skaneland_area,scandinavian_region,land,Scandian Southern Lands,Latin conventional geographic form / English,classical-island directional construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Plin.+Nat.+4&fromdoc=Perseus%3Atext%3A1999.02.0137,medium,Blekinge Göinge Halland and Malmöhus form the southern end of classical Scandia; the neutral label avoids projecting later Danish or Swedish provincial identities.,false
area,slavonia_area,balkan_region,land,Breuci–Andizetes Pannonia,Latinized Pannonian ethnonyms / regional name,attested people-region construction,GEO-PROXY;OCD-PAN,high,Breuci and Andizetes fit the Drava-Sava lowlands and eastern Slavonian children within the recently conquered Pannonian world at AD 1.,false
area,sloboda_ukraine_area,steppes_region,land,Donets Sarmatian–Forest,local hydronym / Greek ethnonym / English,river-axis interaction-frontier construction,GEO-PROXY;https://www.britannica.com/topic/Sarmatian,medium,Aydar Donets Izium and Sumy span the upper Donets forest-steppe where Sarmatian steppe influence met northern settled horizons; later Sloboda colonization is removed.,false
area,slovakia_area,carpathia_region,land,Quadi–Cotini–Dacian Marches,Latinized ancient ethnonyms / English,attested people-frontier composite,GEO-PROXY;STR-GER;STR-BAL,high,Quadi anchor the western Danube and Váh side Cotini the central mountains and Dacian influence the eastern Carpathian children; Marches preserves fluid boundaries.,false
area,slovenia_area,balkan_region,land,Carni–Taurisci and Histri,Latinized ancient ethnonyms,attested people-region composite,GEO-PROXY;STR-BAL,high,Carni and Histri frame Gorizia Trieste and the Julian approaches while Taurisci fit the inland Sava basin; medieval Carniola is removed.,false
area,smolensk_area,russian_region,land,Dnieper–Dvina Hillfort,local hydronyms / archaeological English,archaeological-landscape construction,GEO-PROXY;https://www.cambridge.org/core/books/abs/cambridge-history-of-russia/prehistory-to-the-death-of-rurik/17B72424869F587809C5F28AE95D06BF,medium,Smolensk Toropets Vyazma and Roslavl straddle upper Dnieper-Dvina hillfort and forest cultures; no medieval Rus principality or East Slavic uniformity is backdated.,false
area,solomon_islands_sea_zones_area,melanesia_region,marine,Me’ekamui–Roviana Waters,local island and lagoon names / English,island-anchor maritime construction,GEO-PROXY;CAM-LAP,medium,The sea cells run from Bougainville past the central Solomons toward Roviana and Mu Ngava; the paired anchors replace the colonial archipelago name.,false
area,somali_sea_area,somalia_region,marine,Aromata–Opone Waters,Greek-attested port and promontory names / English,attested coastal-anchor maritime construction,GEO-PROXY;PME-BARBARIA;AJA-SOMALILAND,high,Aromata and Opone were prominent Periplus anchors around Cape Guardafui and Ras Hafun; their waters distinguish this maritime area from the land port-polities.,false
area,songhua_area,manchuria_region,land,Fuyu–Yilou Songhua Basin,Han ethnonyms / local hydronym,attested peoples and river-basin construction,GEO-PROXY;NMJH-YIL;CAM-PROTOTUNGUSIC,high,Fuyu anchors the upper and middle Songhua while Yilou-associated Pol'tse worlds fit the lower Songhua-Mudan side; neither is treated as a uniform ethnic polygon.,false
area,songnen_area,manchuria_region,land,Fuyu–Xianbei Songnen Plain,Han ethnonyms / local geographic name,attested peoples and landscape construction,GEO-PROXY;NMJH-YIL;CTP-XIO,medium,The Nen-Taoer-Xiliao plain lay between Fuyu influence in the east and Xianbei-Xiongnu steppe worlds to the west; the composite signals a mobile frontier.,false
area,south_alfold_area,carpathia_region,land,Dacian–Scordiscan Tisza Plain,Latinized ancient ethnonyms / local hydronym,attested people-landscape construction,GEO-PROXY;STR-BAL;JBRI-DAC,medium,Banat Csanád Csongrád and Bács children occupied the south Tisza plain between Dacian and Scordiscan-Pannonian worlds before the later Iazyges expansion.,false
area,south_australia_area,australia_region,land,Narangga–Meru Gulf and River,Indigenous local names / English,local-community and physical-landscape construction,GEO-PROXY;https://www.cambridge.org/core/books/abs/cambridge-world-prehistory/archaeology-of-australia/8FD599758CD45C497555402360ECF868,medium,Narangga anchors the gulf side and Meru the Murray-facing interior while Nawu Tidni and Kooapudna remain distinct; no single continent-wide culture is imposed.,false
area,south_baltic_sea_area,scandinavian_region,marine,Mare Suebicum,Latin,attested classical sea name,GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,high,Tacitus's Suebian Sea is the appropriate classical frame for Arkona Pomeranian Skåne and southeastern Baltic waters.,false
area,south_borneo_area,indonesia_region,land,Kapuas–Barito Bornean Worlds,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;QSR-LIANG-JON;QINT-LIANG-ABU,medium,Kapuas Barito Banjar Paser Sampit and Sambas descendants form multiple southern-Bornean river and coastal worlds; later kingdoms are not backdated.,false
area,south_carolina_area,east_coast_region,land,Deptford–Yadkin Woodlands,archaeological terms / English,archaeological-horizon composite,GEO-PROXY;https://www.nps.gov/orgs/1539/the-southeast-chronicles-fort-pulaski-national-monument.htm,high,Deptford-related coastal communities and Yadkin-related inland Piedmont traditions meet across the Catawba Santee and Waccamaw footprint around AD 1.,false
area,south_china_coastline,south_china_region,marine,Nanhai–Jiaozhi Waters,Han Chinese geographic names / English,attested commandery-sea maritime construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Nanhai supplies the Han South Sea frame while Jiaozhi anchors the Gulf of Tonkin-facing coast; the pair covers Guangdong and southern maritime children.,false
area,south_gabun_area,central_africa_region,land,Congo–Sangha Forest,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;JAH-BANTU-MOBILITY,medium,Chuapa Kouilou Niari Lekumu and Sangha children span western-equatorial forest and river corridors amid varied farming foraging and ironworking trajectories.,false
area,south_georgia_area,la_plata_region,land,Remote Scotia Arc Isle,English scientific geographic,physical-island and uninhabited-status construction,GEO-PROXY;https://www.britannica.com/place/South-Georgia-island-South-Atlantic-Ocean,high,The isolated subantarctic island had no AD 1 inhabitants or known polity; the physical Scotia Arc label removes the later royal-colonial name.,false
area,south_hausa_area,sahel_region,land,Nok–Chad Basin Ironworking,archaeological name / English,archaeological-horizon and basin construction,GEO-PROXY;JAA-NOK;OUP-NOK;JAH-HAUSALAND,medium,Nok-related ironworking traditions reached the southern side while Kano Hadejia and Yauri face the Chad-Niger transition; later Hausa city-state geography is not backdated.,false
area,south_island_area,new_zealand_region,land,Remote Southern Temperate,English,physical-island and uninhabited-status construction,GEO-PROXY;https://teara.govt.nz/en/when-was-new-zealand-first-settled,high,The South Island Rakiura and adjoining islands had no human settlement at AD 1; the directional physical label pairs uniquely with the northern sibling.,false
