granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,kuantan_riau,riau_indragiri_province,land,West Talang,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;BELLINA-SHK,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kuarepoti,paraguay_province,land,Northwest Akaray,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/topic/Guarani,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubachi,lezgistan_province,land,East Albani,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;STR-CAUC,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubar,amhara_province,land,Northeast Tana,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.cambridge.org/core/books/abs/archaeology-of-ethiopia/ethiopian-highlands/BC737C9AD1D06065C0B0A2D3D00AE2C7,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kuben_kran_ken,lower_tapajos_province,land,Northeast Xingu,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;ACUTUBA-CHRON;SA-EXPANSIONS,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubenskoye,vologda_province,land,Finnic Kubena–Sukhona,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;ENC-NEEU;GEO-PROXY,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubu,lower_kapuas_province,land,Southwest Kapuas,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;QSR-LIANG-JON;QINT-LIANG-ABU,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubu_rokan,riau_rokan_province,land,Rokan–Barumun River Lands,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;BELLINA-SHK,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kububu,chadimapu_province,land,Chubut–Somuncurá Southeastern,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Patagonia-region-Argentina,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kubuna,viti_levu_province,land,Northwest Viti,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;PER,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,kuccuntikka,grand_teton_province,land,Tee Win At–Wind River,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Archaic-culture;GEO-PROXY,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
