granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,al_sinn,mosul_province,land,Adiabene Tigris–Sinjar Plain,ancient polity name / ancient hydronym and regional name,polity-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,high,The plain lay within Adiabene between the Tigris and Sinjar uplands.,false
location,al_sirrayn,hali_province,land,Sabaean Hali–Qanuna Coast,ancient polity name / local hydronyms,polity-paired-water construction,installed:in_game/map_data/location_templates.txt;PER,medium,The southern Arabian coast participated in Sabaean-facing Red Sea exchange.,false
location,al_suman,nita_province,land,Yamama Suman Pastures,ancient regional name / local plateau name,region-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,Pastoral lands on the Suman plateau formed Yamama's northeastern margin.,false
location,al_thamad,khaybar_province,land,Nabataean Thamad–Khaybar Wells,ancient polity adjective / local place names,polity-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,high,The wells lay along the oasis routes adjoining Nabataean Arabia.,false
location,al_thulayma,zubala_province,land,Arabian Thulayma–Zubala Wells,ancient regional adjective / local place names,paired-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,Desert wells supported movement across the northern Arabian interior.,false
location,al_tib,wasit_province,land,Elymaean Tib–Tigris Plain,ancient ethnonym / local place and ancient hydronym,people-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,medium,The lower Zagros plain lay between Elymais and the Tigris alluvium.,false
location,al_tiz,tiz_province,land,Tisa of Gedrosia,ancient place and regional names,attested center-region construction,installed:main_menu/localization/english/location_names/location_names_l_english.yml;PER,medium,Tisa identifies the Makran coastal settlement in the Gedrosian maritime corridor.,false
location,al_udayb,kufa_province,land,Characene Euphrates–Kufa Marsh Edge,ancient polity name / ancient hydronym and local regional name,polity-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,medium,The marsh-edge plain connected lower Euphrates communities with Characene.,false
location,al_udayd,qatar_province,land,Cataraean Udayd Lagoon Lands,ancient regional adjective / local lagoon name,region-feature construction,installed:in_game/map_data/location_templates.txt;PER,medium,The lagoon shore belonged to the Cataraean peninsula's coastal world.,false
location,al_udhaim,west_qassim_province,land,Najd Udhaim Plateau Wells,local regional and place names / English,paired-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,Pastoral wells anchored the western Qassim plateau route.,false
location,al_ukhaydir,tabuk_province,land,Nabataean Hisma–Tabuk Plateau,ancient polity adjective / local regional and place names,polity-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,high,The plateau lay on Nabataean routes between Hisma and Tabuk.,false
location,al_ula,qura_province,land,Hegra–Dedan Oasis Corridor,ancient place and polity names,paired-center route construction,installed:in_game/map_data/location_templates.txt;PER,high,The Wadi al-Qura oasis chain linked Nabataean Hegra with ancient Dedan.,false
location,al_uqayr,al_ahsa_province,land,Gerrhaean Uqair Pearl Coast,ancient polity adjective / local place name / English,polity-feature construction,installed:in_game/map_data/location_templates.txt;PER,medium,The al-Ahsa coast formed the maritime face of the Gerrhaean trading sphere.,false
location,al_ushaydah_cape,gulf_aden_province,sea,Cana–Abyan Ushaydah Waters,ancient port and regional names / local cape name,paired-center maritime construction,installed:in_game/map_data/location_templates.txt;PER,medium,The cape lay on the Gulf of Aden sailing route west of Cana.,false
location,al_uyayna,nita_province,land,Yamama Wadi-Hanifa Fields,ancient regional name / local hydronym,region-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,The cultivated wadi corridor formed the settled core of Yamama.,false
location,al_wajh,duba_province,land,Leuke Kome Roadstead,Ancient Greek port-name,attested ancient maritime-center construction,installed:main_menu/localization/english/location_names/location_names_l_english.yml;PER,medium,Leuke Kome is the classical Red Sea roadstead associated with this coastal corridor.,false
location,al_waqbi,zubala_province,land,Arabian Waqbi–Zubala Wells,ancient regional adjective / local place names,paired-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,The wells formed a distinct desert route through the northern interior.,false
location,al_yamamah,yamama_province,land,Yamama–Jaww Oasis,ancient regional names,paired-feature construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,high,Jaww al-Yamama denoted the broad central Arabian oasis basin.,false
location,alabaster_coast,eastern_channel_province,sea,Unpeopled Eastern-Madagascar Shelf,English geographic description,documented-unpeopled directional-maritime construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY,medium,Permanent settlement of Madagascar postdates the campaign start despite possible earlier visits.,false
location,aladag_mountains,malazgirt_province,land,Armenian Taron–Arsanias Peaks,ancient regional name / ancient hydronym / English,region-paired-feature construction,installed:in_game/map_data/location_templates.txt;PER,high,The high peaks rose above Taron and the Arsanias valley.,false
