"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","stavropol_province","majar_area","land","Upper Kuban Aorsi–Siraces Steppe","local hydronym / classical ethnonyms","river-people construction","installed:in_game/map_data/definitions.txt;WIL-SAR;GEO-PROXY","high","The upper Kuban grasslands lay between the Aorsi and Siraces spheres.","false"
"province","stettin_province","pomerania_area","land","Oder-Lagoon Rugii–Lemovii Lands","local hydronym / classical ethnonyms","waterbody-people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;TAC-GER","medium","The lower Oder lagoon formed the southwestern margin of the Rugian-Lemovian coast.","false"
"province","stolp_province","pomerania_area","land","Łeba–Słupia Lemovii Coast","local hydronyms / classical ethnonym","paired-river people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;TAC-GER","medium","The Łeba and Słupia basins anchor the central Pomeranian coast associated broadly with the Lemovii.","false"
"province","strathclyde_province","scottish_lowlands_area","land","Clota–Damnonii Lands","Latin hydronym and ethnonym","river-people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;PTO-GEO-II2;MANN-BRI","high","The Clota valley and estuary formed the core territory attributed to the Damnonii.","false"
"province","strathcona_province","cascadia_area","land","Squamish–Tla’amin Salish Coast","current traditional names / regional adjective","paired-country continuity construction","installed:in_game/map_data/definitions.txt;https://www2.gov.bc.ca/assets/gov/driving-and-transportation/reports-and-reference/reports-and-studies/vancouver-island-south-coast/highway-101-alternate-routes/appendix-d-archaeology-pfr-squamish-nation.pdf;https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13002_03","low","Traditional coastal names provide a bounded continuity frame without projecting colonial Strathcona.","false"
"province","stung_treng_province","lower_mekong_area","land","Mekong–Sekong Corridor","local hydronyms / archaeological period","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/funa/hd_funa.htm","medium","The Mekong-Sekong confluence supported interior exchange before later Khmer administration.","false"
"province","suakin_province","nubia_proper_area","land","Meroitic Red-Sea Desert Corridor","ancient polity / English","polity-landscape construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;OUP-MERO","high","The desert road linked Meroitic Nubia with Red Sea anchorages before medieval Suakin.","false"
"province","suau_coastal_sea_zones_province","papua_sea_zones_area","marine","Milne–Massim Island Waters","local bay and regional names / English","paired-landmark maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JPA-PAPUA","medium","Milne Bay and the Massim islands anchor southeastern New Guinea waters.","false"
"province","suceava_province","moldavia_area","land","Siret–Carpathian Bastarnae March","local hydronym / mountain / classical ethnonym","river-people frontier construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-BAL","high","The upper Siret corridor lay on the Carpathian edge of the Bastarnian sphere.","false"
"province","suchiimma_province","suchiimma_area","land","Catatumbo–Perijá Lands","local hydronym and mountain name / archaeological period","paired-landmark archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JWP-ORINOCO","medium","The Catatumbo basin and Perijá slopes frame Formative settlement around Lake Maracaibo.","false"
