"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","mailaka_province","west_madagascar_area","land","Maintirano–Manambolo Early-Island Coast","local hydronyms / English","paired-river settlement-status construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Madagascar","low","The west-coast river basins provide a cautious frame during Madagascar's poorly dated initial settlement era.","false"
"province","main_franconia_province","franconia_area","land","Moenus–Hermunduri Lands","Latin hydronym and ethnonym","river-people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;TAC-GER","high","The Main or Moenus basin lay within the broad Hermunduri sphere around AD 1.","false"
"province","maisouna_province","lower_canada_area","land","Kaniatarowanenneh–Matawin Woodlands","Iroquoian and Algonquian hydronyms","paired-river construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://scholarlypress.si.edu/store/all/subsistence-economies-of-indigenous-north-american-societies-a-handbook/","medium","Indigenous river names replace colonial Saint Lawrence and Saint Maurice labels in this woodland tract.","false"
"province","mait_province","luzon_area","land","Mindoro Metal-Age Island Lands","local island name / archaeological period","island-horizon construction","installed:in_game/map_data/definitions.txt;NMP-PH-METAL;NMP-PH-JARS","high","The Mindoro footprint is framed by the Philippine Metal Age rather than a later province.","false"
"province","majar_province","majar_area","land","Caucasian Siraces–Aorsi Steppe","Latinized Sarmatian ethnonyms","paired-people landscape construction","installed:in_game/map_data/definitions.txt;WIL-SAR;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+11.5","high","Classical sources place the Siraces and Aorsi across the northern Caucasian steppe.","false"
"province","majerteen_coast_sea_province","somali_sea_area","marine","Aromata–Opone Ocean Waters","Greek classical port names","paired-port maritime construction","installed:in_game/map_data/definitions.txt;PME-BARBARIA;AJA-SOMALILAND","high","The Cape Aromata and Opone route anchors the outer Horn of Africa waters.","false"
"province","majerteen_province","northern_somalia_area","land","Opone–Mosyllon Frankincense Coast","Greek classical port names","paired-port coastal construction","installed:in_game/map_data/definitions.txt;PME-BARBARIA;AJA-SOMALILAND","high","Periplus ports replace the much later Majeerteen political name along this frankincense coast.","false"
"province","makarikha_procince","vitim_area","land","Chona–Vitim Taiga","local hydronyms / English","paired-river biome construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Vitim-River","medium","The Chona and Vitim drainage gives the taiga footprint a stable geographic name.","false"
"province","makassar_province","celebes_area","land","Tempe–Walanae Metal-Age Lands","local lake and river names / archaeological period","paired-water archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JST-SUL","medium","Lake Tempe and the Walanae basin anchor southern Sulawesi's early metal-using settlements.","false"
"province","makgadikgadi_province","okavango_area","land","Sua–Ntwetwe Salt-Pan Basin","local pan names / English","paired-landform construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Okavango-delta","high","The two great salt pans define this interior basin without a modern administrative label.","false"
"province","makira_province","tinputz_area","land","Arosi–Bauro Island Lands","current local names / English","paired-island continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;CAM-LAP","low","Local island-region names provide a playable frame where no recoverable AD 1 polity name exists.","false"
"province","makuria_province","nubia_proper_area","land","Napata–Kerma Meroitic Corridor","ancient civic names / polity adjective","paired-center polity construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;OUP-MERO;https://whc.unesco.org/en/list/1336/","high","Napata and Kerma anchor the Nile corridor governed within the Meroitic sphere.","false"
"province","malabar_coastal_sea_zones_province","deccan_sea_zones_area","marine","Muziris–Nelkynda Coastal Waters","Greek classical port names","paired-port maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;CAM-MUZIRIS","high","Periplus-era ports anchor the Malabar approaches in the opening period.","false"
"province","malaga_province","granada_area","land","Malaca–Arunda Bastetania","Latinized Phoenician and Iberian civic names","paired-center regional construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-IBR","high","Malaca and Arunda anchor the western Mediterranean face of Bastetania.","false"
"province","malaita_province","tinputz_area","land","Kwaio–Sa'a Island Lands","current local names / English","paired-island continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;CAM-LAP","low","Local names distinguish this island footprint without inventing an unattested AD 1 state.","false"
"province","malanji_province","west_kongo_area","land","Middle Kwanza–Kassanje Woodlands","local hydronym and regional name / English","river-landscape construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Kwanza-River","medium","The middle Kwanza basin supplies a geographic frame for early woodland settlement.","false"
"province","malatya_province","cilicia_area","land","Melitene–Samosata Euphrates March","Greek-Roman civic names","paired-center frontier construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-ANA;PLE","high","Melitene and Samosata anchor the Taurus-Euphrates frontier at AD 1.","false"
"province","malaya","sailan_area","land","Central Taprobanē Highlands","Greek classical island name / English","classical-island landscape construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D15","high","The central Sri Lankan highlands are named within the classical Taprobanē frame.","false"
"province","malazgirt_province","armenian_highlands_area","land","Upper Arsanias–Eastern Armenia","Greek hydronym / classical region","river-region construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-CAUC","high","The upper Arsanias basin defines this eastern Armenian highland tract before medieval Manzikert.","false"
"province","maldives_coastal_sea_zones_province","deccan_sea_zones_area","marine","Dīva–Lakshadvīpa Ocean Routes","Sanskrit-Prakrit island names","paired-island maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://academic.oup.com/icesjms/article/77/1/398/5584406","medium","The atoll route uses early South Asian island terminology rather than the later European sea-zone system.","false"
"province","maldives_province","maldives_area","land","Māle–Addu Dīva Atolls","local atoll names / Sanskrit-Prakrit island term","paired-atoll construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://academic.oup.com/icesjms/article/77/1/398/5584406","medium","Māle and Addu distinguish the central and southern inhabited atoll chain.","false"
"province","malemiut_province","western_arctic_area","land","Qikiqtaġruk–Kobuk Unaliq Lands","Iñupiaq place names / archaeological tradition","paired-place archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.nps.gov/articles/iyatayet.htm","medium","The island and river valley frame a Norton-tradition landscape around AD 1.","false"
"province","malheur_province","great_basin_area","land","Wadadökadö–Tagötöka Archaic Lands","current Numic names / archaeological period","paired-country continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/topic/Archaic-culture","low","Traditional country names replace French and American colonial geography while retaining an Archaic-period frame.","false"
"province","malingo_province","south_kongo_area","land","Cubango–Cuando Early-Iron Woodlands","local hydronyms / archaeological period","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JAH-BANTU-MOBILITY","medium","The two river systems define an early iron-using woodland corridor in the southern interior.","false"
"province","mallorca_province","balearics_area","land","Gymnesiae–Ebusus Isles","Greek classical island-group and Punic island names","paired-classical island construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-IBR","high","The Gymnesiae and Punic Ebusus reproduce the ancient distinction within the Balearic chain.","false"
