"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","ica_province","chala_area","land","Nazca–Paracas Ica Valleys","archaeological cultures / local valley name","paired archaeological-horizon construction","GEO-PROXY;https://www.metmuseum.org/toah/hd/nazc/hd_nazc.htm","high","Early Nazca and late Paracas traditions frame the south-coast valleys around AD 1.","false"
"province","icabaqua_province","pampa_area","land","Jacuí–Vacacaí Pampas","local hydronyms / English","paired-river community construction","GEO-PROXY;https://www.cambridge.org/core/books/abs/archaeology-of-the-pampas-and-patagonia/introduction/2521FD9F2856E2FBD6517DA57D9C3170","medium","The two river basins provide a cautious frame for southern Brazilian grassland communities.","false"
"province","icel_province","cilicia_area","land","Cilicia Tracheia of Seleucia","Greek classical region and city name","attested region-center construction","GEO-PROXY;STR-ANA","high","Seleucia on the Calycadnus anchored rugged Cilicia Tracheia.","false"
"province","iceland_sea_province","icelandic_coast_area","marine","Outer Waters East of Thule","English / Greek classical place name","directional classical-worldview construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+1.4&fromdoc=Perseus%3Atext%3A1999.01.0239","medium","The northern ocean sector avoids Icelandic and Danish names while retaining the classical Thule frame.","false"
"province","icelandic_coast_province","icelandic_coast_area","marine","Thulean Island Approaches","English / Greek classical place name","settlement-status maritime construction","GEO-PROXY;https://www.britannica.com/place/Iceland/History","high","The island approaches are explicitly uninhabited at AD 1 and avoid Norse coastal names.","false"
"province","ichera_province","vitim_area","land","Vitim–Olyokma Taiga","local hydronyms / English","paired-river taiga construction","GEO-PROXY;https://www.britannica.com/place/Vitim-River","medium","The Vitim and Olyokma watershed provides a neutral frame for sparsely documented taiga communities.","false"
"province","ichnia_province","left_bank_ukraine_area","land","Sula–Psel Zarubintsy","local hydronyms / archaeological term / English","archaeological river-region construction","GEO-PROXY;https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CZ%5CA%5CZarubyntsiaculture.htm","high","Zarubintsy communities occupied the Dnieper tributary forest-steppe around AD 1.","false"
"province","idaho_province","great_basin_area","land","Snake River–Great Basin Archaic","local hydronym / archaeological English","river-basin archaeological construction","GEO-PROXY;https://www.nps.gov/articles/000/archaic-culture.htm","medium","The Snake River margin and basin uplands receive a deep-time archaeological frame.","false"
"province","ifat_province","northern_somalia_area","land","Avalites–Adulis Gulf Coast","Greek classical ports / English","attested port-coast construction","GEO-PROXY;PER","high","Avalites near Zeila linked the gulf shore with Adulis and the Erythraean trade route.","false"
"province","ife_province","yoruba_area","land","Osun–Niger Forest Iron","local hydronyms / archaeological English","paired-river archaeological construction","GEO-PROXY;OUP-NOK","medium","Forest iron-working communities precede Ife's much later urban florescence.","false"
