granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,missinaibi_province,greenstone_belt_area,land,Missinaibi–Kapuskasing,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;OAS-POINT,medium,The north-Superior river corridor provides a bounded Woodland community frame.,false
province,mistassini_province,jamesie_area,land,Mistassini–Chibougamau Shield,local lake names / English,paired-lake landscape construction,GEO-PROXY;OAS-POINT,medium,The large lakes and shield uplands provide a geographic Woodland frame.,false
province,mitchigamea_province,illinois_area,land,Lower-Illinois–Mississippi,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;ISAS-HAVANA;ISAS-AMBOTTOM,high,Middle Woodland communities occupied the lower Illinois-Mississippi confluence.,false
province,mitidja_province,algiers_area,land,Icosium–Caesarea Mauretanian,Latin cities and kingdom / English,paired-center regional construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+17.3&fromdoc=Perseus%3Atext%3A1999.01.0239,high,Icosium and Caesarea anchored the Mauretanian coastal plain around AD 1.,false
province,mittelmark_province,brandenburg_area,land,Semnones of the Havel–Spree,Latinized Germanic ethnonym / local hydronyms,attested people-river construction,GEO-PROXY;TAC-GER,high,The Havel-Spree country lay within the Semnonian sphere.,false
province,miwok_province,california_area,land,Mokelumne–Tuolumne Sierra,local hydronyms / English,paired-river mountain construction,GEO-PROXY;https://www.nps.gov/yose/learn/historyculture/american-indian-culture.htm,medium,The western Sierra river corridors provide a deep-time community frame.,false
province,miyaneh_province,azerbaijan_area,land,Atropatene–Miana Highlands,Greek classical kingdom / ancient center / English,attested polity-center construction,GEO-PROXY;https://www.iranicaonline.org/articles/atropates,high,Miana and the mountain corridor lay within ancient Atropatene.,false
province,mizhou_province,haiyou_area,land,Langya Commandery–Mi River,Han Chinese commandery and river names,attested administration-river construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,The southeastern Shandong hills belonged to Han Langya commandery.,false
province,mobile_province,alabama_area,land,Tombigbee Woodland,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;https://encyclopediaofalabama.org/article/woodland-period/,medium,Woodland communities occupied the delta and Tombigbee corridor before later Mobile polities.,false
province,mocama_province,georgia_us_area,land,Atlantic-Timucua Woodland,indigenous ethnolinguistic term / archaeological English,regional archaeological construction,GEO-PROXY;https://www.nps.gov/timu/learn/historyculture/timucuan-ecological-and-historic-preserve.htm,medium,An ancestral Timucuan coastal frame replaces later Mocama mission geography.,false
province,modena_province,emilia_area,land,Mutina and the Boiian Ager,Latin city and ethnonym,attested center-people construction,GEO-PROXY;https://www.britannica.com/place/Modena-Italy/History,high,Roman Mutina stood within the former Boiian landscape of the Po plain.,false
province,mogilev_province,white_ruthenia_area,land,Upper-Dnieper–Sozh,local hydronyms / English,paired-river archaeological construction,GEO-PROXY;AWE-DNIEPER-DVINA,medium,The upper river corridor held related but non-uniform archaeological communities.,false
province,moingwena_province,iowa_area,land,Mississippi–Wapsipinicon,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;ISAS-HAVANA,medium,Middle Woodland communities occupied the eastern Iowa river corridor.,false
