granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,katobe_a_mubebe,anbamba_province,land,Katobe A Mubebe Kwanza,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;JAH-BANTU-MOBILITY,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katok,derge_province,land,Upriver Drichu Eastern,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Yangtze-River,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katol,upper_vidarbha,land,Vidarbha Wainganga–Satpura,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;PER,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katori,shimousa_province,land,Chiba–Katori Wa Southeastern,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;ISIJ-YAY,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katou,tokachi_province,land,North Epi,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;RYU-ARC,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katou_bicchuu,bicchuu_province,land,Kibi Southwestern,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/yayo/hd_yayo.htm,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katrasgarh,hazaribagh_province,land,Chota Nagpur Iron-Forest,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Chota-Nagpur,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katrawunletuayin,patagonia_province,land,Northeast Cruz,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://whc.unesco.org/en/list/936/,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katsina,katsina_province,land,Daura–Katsina Iron,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;OUP-CHAD,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,katsina_ala,enugu_province,land,Nsukka–Lejja Ironworking,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;https://www.nature.com/articles/s40494-024-01383-2,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
