granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
area,nunavik_area,canada_region,land,Dorset–Ungava Lands,archaeological English / indigenous hydronym,archaeological-horizon and peninsula construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Dorset-culture,high,Dorset communities occupied the Ungava and Hudson Strait Arctic around AD 1; the composite avoids the modern administrative Nunavik name.,false
area,nw_africa_coast_area,maghreb_region,marine,Oceanus Hesperius Coast,Latin,classical ocean and directional construction,installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D17,medium,A western-ocean classical construction identifies Atlantic Morocco and Saharan coastal waters without a modern compass abbreviation.,false
area,ohio_area,east_coast_region,land,Adena–Hopewell Valleys,archaeological English,archaeological-horizon transition,installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Hopewell-culture,high,The Ohio drainage lay in the Adena-to-Hopewell transition around AD 1; paired horizons avoid a later state or tribal label.,false
area,oka_area,russian_region,land,Upper Oka Dyakovo Lands,archaeological English / hydronym,archaeological-horizon and river construction,installed:in_game/map_data/definitions.txt;https://archaeolog.ru/el-bib/el-cat/el-books/el-books-2011/dyakovo-1,high,Late Dyakovo material groups frame the upper Oka and Moskva-facing forest zone at AD 1 without projecting medieval Rus.,false
area,okavango_area,southern_africa_region,land,Okavango–Makgadikgadi Basin,local hydronyms / English,paired basin construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Okavango-delta,high,The inland delta and Makgadikgadi pans provide durable physical anchors for the hunter-herder landscape.,false
area,okhotsk_coast_area,east_siberia_region,land,Kolyma–Okhota Lands,local hydronyms / English,river-and-coast construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Kolyma-River,medium,The upper Kolyma and Okhota-facing coast define this northeast Siberian footprint without the later Russian city-derived Okhotsk label.,false
area,oman_area,arabia_region,land,Omana and Samad Lands,Greek-Latin place name / archaeological label,attested port-region and archaeological synthesis,installed:in_game/map_data/definitions.txt;https://www.cambridge.org/core/journals/iraq/article/abs/samad-period-in-the-sultanate-of-oman/A790AD2DB4FF12C70D10D2C0730BECE8,high,Omana anchors the coast and Samad the late pre-Islamic central interior without asserting one uniform Omani state.,false
area,oman_sea_zones_area,arabia_region,marine,Sinus Omana,Latin,classical maritime construction,installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,high,The sea is named from the period port-region Omana and Latin sinus rather than the modern Gulf of Oman form.,false
area,omsk_area,west_siberia_region,land,Sargat–Ishim Forest-Steppe,archaeological label / hydronym / English,archaeological-horizon landscape construction,installed:in_game/map_data/definitions.txt;https://doaj.org/article/bbdea945a29d42ada807b06b12d3d7b3,high,Sargat communities across the Ishim–Irtysh forest-steppe replace the eighteenth-century Omsk city name.,false
area,onoid_area,east_siberia_region,land,Yana–Sartang Highlands,local hydronyms / English,paired river-basin construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Yana-River,medium,The Yana and Sartang headwaters define the sparse highland footprint without an unsupported ethnic or political name.,false
area,orinucu_area,colombia_region,land,Middle Orinoco Traditions,indigenous hydronym / English,river-basin archaeological construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Orinoco-River,medium,A middle-basin cultural landscape label replaces the malformed vanilla Orinucu form without inventing one AD 1 polity.,false
area,orissa_area,bengal_region,land,Kalinga–Mahākāntāra,Sanskrit historical geography,attested region and forest-country synthesis,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Kalinga-ancient-state-India,high,Kalinga and the adjoining great forest country fit the coastal-inland Odisha footprint around AD 1 better than the later Orissa name.,false
area,orleanais_area,france_region,land,Carnutes and Turones,Latinized Gallic ethnonyms,attested ethnographic synthesis,installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4,high,The Carnutes around Cenabum and Chartres and Turones around the middle Loire dominate the medieval Orléanais footprint.,false
area,ou_area,japan_region,land,Northern Honshu Zoku-Jōmon,Japanese archaeological terminology / English,archaeological-horizon and island construction,installed:in_game/map_data/definitions.txt;https://www.jstage.jst.go.jp/browse/nihonkokogaku1994/8/0/_contents,medium,Northern Honshu retained strong post-Jōmon traditions around AD 1 and should not use the later Ōu circuit name.,false
area,pacific_easter_equatorial_area,south_pacific_ocean_region,marine,Eastern Great-Ocean Doldrums,English,directional physical-ocean construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,medium,A neutral direction-and-latitude label avoids the modern Pacific and Easter Island names in open ocean.,false
area,pacific_equatorial_countercurrent_area,south_pacific_ocean_region,marine,Equatorial Return Current,English,physical-current construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,high,Return current describes the eastward counterflow without retaining the modern basin name.,false
area,pacific_hawaii_area,north_pacific_ocean_region,marine,Northern High-Island Ocean,English,physical-geography construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Hawaii-state,medium,The waters are oriented around an uninhabited AD 1 high-island chain without backdating the Hawaiian name or settlement.,false
area,pacific_kuro_area,north_pacific_ocean_region,marine,Western North Ocean Current,English,directional physical-current construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,medium,A descriptive current label removes both modern Pacific nomenclature and the later Japanese Kuroshio form.,false
area,pacific_north_area,north_pacific_ocean_region,marine,Far Northern Great Ocean,English,directional physical-ocean construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,medium,A neutral ancient-map label suits open waters beyond securely named AD 1 geographies.,false
area,pacific_north_equatorial_area,north_pacific_ocean_region,marine,Northern Equatorial Current,English,physical-current construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,high,The current behavior and latitude provide an accurate universal label without the modern ocean name.,false
area,pacific_polynesia_area,south_pacific_ocean_region,marine,Central Island Great Ocean,English,archipelago-oriented physical construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Pacific-Islands,medium,A neutral island-ocean label avoids the nineteenth-century Polynesia category while remaining legible.,false
area,pacific_south_area,south_pacific_ocean_region,marine,Far Southern Great Ocean,English,directional physical-ocean construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,medium,The far southern open ocean receives a period-neutral physical label.,false
area,pacific_south_equatorial_area,south_pacific_ocean_region,marine,Southern Equatorial Current,English,physical-current construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,high,The westward current and latitude replace the modern Pacific formulation.,false
area,pacific_tasmania_area,south_pacific_ocean_region,marine,Southwestern Great Ocean,English,directional physical-ocean construction,installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/,medium,A directional ocean label removes the seventeenth-century Tasman eponym from AD 1 waters.,false
area,palliser_area,polynesia_region,land,Northwestern Low Atolls,English,uninhabited archipelago construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tuamotu-Archipelago,medium,The Rangiroa–Fakarava atolls were outside the settled Polynesian world at AD 1; a physical label replaces the European eponym.,false
area,pampa_area,la_plata_region,land,Uruguay–Jacuí Grasslands,local hydronyms / English,paired river-and-ecology construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Uruguay-River,medium,The Uruguay and Jacuí systems fit the installed grassland footprint better than the broader modern Pampa label.,false
area,panama_area,central_america_region,land,Coclé Isthmus,archaeological place name / English,archaeological-region and landform construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Panama/History,high,The Gran Coclé cultural region was developing around AD 1 and provides an era-suitable frame for the central isthmus.,false
area,papahanaumokuakea_area,polynesia_region,land,Far Northern Leeward Isles,English,uninhabited directional archipelago construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Hawaiian-Islands,medium,The remote northwestern chain was uninhabited at AD 1; a physical label avoids backdating later Hawaiian sacred nomenclature.,false
area,papua_area,melanesia_region,land,Biak–Waropen Coast,local place names / English,paired coastal-geography construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/New-Guinea,medium,Biak and Waropen identify the installed northwestern New Guinea coast without the early-modern Papua exonym.,false
area,papua_sea_zones_area,melanesia_region,marine,Papuan Malagasy Waters,English,physical maritime construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/New-Guinea,medium,A broad physical name covers the many New Guinea coastal zones without using the later Papua or New Guinea names.,false
area,paraguay_area,chaco_region,land,Upper Paraguay Basin,indigenous hydronym / English,river-basin construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Paraguay-River,high,The upper river basin is a durable geographic label distinct from the later country.,false
area,parana_area,brazil_region,land,Upper Paraná Forests,indigenous hydronym / English,river-and-ecology construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Parana-River,high,The upper Paraná tributaries and Atlantic forests define this large southern Brazilian footprint.,false
area,paranaiba_area,brazil_region,land,Parnaíba–Gurguéia Basin,indigenous hydronyms / English,paired river-basin construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Parnaiba-River,high,The two principal rivers accurately identify the northeastern inland footprint without a colonial province name.,false
area,parapitinga_area,brazil_region,land,Opara–Paracatu Basin,indigenous hydronym / local hydronym / English,paired river-basin construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Sao-Francisco-River,medium,Opara is an indigenous name associated with the São Francisco and Paracatu anchors its interior tributaries.,false
area,patagonia_area,la_plata_region,land,Aónikenk–Kawésqar Southlands,indigenous ethnonyms / English,people-and-landscape composite,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Patagonia-region-Argentina,medium,Aónikenk and Kawésqar frames acknowledge eastern and western southern communities without the European-derived Patagonia label.,false
area,pennsylvania_area,east_coast_region,land,Susquehanna–Lenape Woodlands,indigenous hydronyms / English,paired river and archaeological landscape construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures,high,The two river systems and Woodland horizon define the footprint without the seventeenth-century colonial name.,false
