granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
area,transoxiana_area,khorasan_region,land,Sogdiana–Kangju,Greek / Iranian historical names,attested regional-political composite,installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/sogdiana-iii-history-and-archaeology/,high,Sogdian cities and their Kangju political setting cover the Oxus–Jaxartes footprint better than the later Latin Transoxiana frame.,false
area,transylvania_area,carpathia_region,land,Inner Dacia,Latin / English,attested macroregion plus interior qualifier,installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7,high,"The enclosed Carpathian basin formed the core of the Dacian world around AD 1, before medieval Transylvania.",false
area,tripolitania_area,maghreb_region,land,Tripolitania,Latin,attested classical three-city region,installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D17,high,"Tripolitania is the classical regional name derived from Oea Sabratha and Lepcis, replacing vanilla's narrower Tripoli label.",false
area,tristan_da_cunha_area,south_atlantic_region,land,Far Southern Volcanic Isle,English,uninhabited physical-geography construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tristan-da-Cunha-island-group,medium,The island was uninhabited and unknown in AD 1; a physical label removes the sixteenth-century Portuguese eponym.,false
area,tristan_da_cunha_sea_zones_area,south_atlantic_region,marine,Far Southern Volcanic Waters,English,uninhabited maritime construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tristan-da-Cunha-island-group,medium,The sea-zone counterpart uses physical setting rather than the later explorer's name.,false
area,tsang_area,tibet_region,land,Upper Tsangpo West,Tibetan hydronym / English,river-basin directional construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Yarlung-Zangbo-River,medium,The western upper Tsangpo basin provides a defensible AD 1 geographic frame before later Tsang administration.,false
area,tuamotu_area,polynesia_region,land,Eastern Low Atolls,English,uninhabited physical archipelago construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tuamotu-Archipelago,medium,The eastern atolls were outside the settled Polynesian world at AD 1; a physical name replaces later collective and European names.,false
area,tuamotu_sea_zones_area,polynesia_region,marine,Eastern Low-Atoll Waters,English,uninhabited maritime construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tuamotu-Archipelago,medium,The surrounding waters inherit the neutral physical frame used for the uninhabited atolls.,false
area,tuhaa_pae_area,polynesia_region,land,Southern High Isles,English,uninhabited directional archipelago construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tubuai-Islands,medium,The Austral high islands were uninhabited in AD 1; a physical label avoids backdating later Tubuai identities.,false
area,tuhaa_pae_sea_zones_area,polynesia_region,marine,Southern High-Island Waters,English,uninhabited maritime construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tubuai-Islands,medium,The sea-zone counterpart retains the physical and directional AD 1 frame.,false
area,tungaru_area,micronesia_region,land,Tungaru Atoll Chain,Gilbertese / English,indigenous chain name plus landform,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Gilbert-Islands,high,Tungaru is the indigenous name for the settled Gilbert chain; the qualifier distinguishes it from the unchanged vanilla label.,false
area,tungaru_sea_zones_area,micronesia_region,marine,Tungaru Passage Waters,Gilbertese / English,indigenous archipelago maritime construction,installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Gilbert-Islands,high,The passage waters are named from the indigenous settled island chain.,false
