granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,ningguo_province,jiangnan_area,land,Danyang Commandery–Xuancheng Hills,Han Chinese commandery and county names / English,attested administration-landscape construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,high,The southern Yangzi hills belonged to Han Danyang commandery.,false
province,ninghai_province,haiyou_area,land,Donglai Commandery–Chengshan Coast,Han Chinese commandery and cape names,attested administration-coast construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,The Shandong peninsula coast belonged to Han Donglai commandery.,false
province,ningxia_province,hexi_area,land,Beidi–Xihe Yellow-River Bend,Han Chinese commanderies / local hydronym,paired-administration river construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,The Ningxia bend formed a frontier between Han Beidi and Xihe commanderies.,false
province,ningzhou_province,jiangxi_area,land,Yuzhang–Xiushui Hills,Han Chinese commandery and local hydronym,attested administration-landscape construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,high,The northwest Jiangxi hills belonged to Han Yuzhang commandery.,false
province,niobrara_province,central_plains_area,land,Niobrara–Missouri Woodland Communities,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;MOSHPO-KC,medium,Woodland communities occupied the northern central-plains river corridor.,false
province,nipigon_province,northwestern_ontario_area,land,Nipigon–Superior Woodland Communities,local lake names / archaeological English,paired-lake archaeological construction,GEO-PROXY;OAS-POINT,medium,The lake-river network north of Superior provides a Woodland community frame.,false
province,nipissing_province,northern_ontario_area,land,Nipissing–French-River Woodland Communities,local lake and river names / archaeological English,paired-water archaeological construction,GEO-PROXY;OAS-POINT,medium,Middle Woodland communities occupied the Nipissing-French River corridor.,false
province,nirgua_province,caracas_area,land,Yaracuy–Lara Horticultural Communities,local river and regional names / English,paired-landscape archaeological construction,GEO-PROXY;JWP-ORINOCO,medium,The Caribbean-facing valleys held varied horticultural communities around AD 1.,false
province,nis_province,serbia_area,land,Dardani of Naissus,Latinized Balkan ethnonym and Roman center,attested people-center construction,GEO-PROXY;OCD-PAN,high,Naissus anchored the northern Dardanian interior around AD 1.,false
province,nishapur_province,western_khorasan_area,land,Parthian Abarshahr–Nisaea Highlands,Greek-Latin polity and ancient region / English,attested polity-region construction,GEO-PROXY;https://www.iranicaonline.org/articles/abar-sahr,high,Abarshahr and the Nisaean plain formed western Khorasan within Arsacid Parthia.,false
province,nishnabotna_province,iowa_area,land,Missouri–Nishnabotna Woodland Communities,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;MOSHPO-KC,medium,Middle Woodland communities occupied the western Iowa river corridor.,false
province,nistassinan_province,laurentian_area,land,Saint-Maurice–Upper-Ottawa Woodland Communities,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;OAS-POINT,medium,The Laurentian waterways provide a bounded Woodland community frame.,false
province,nita_province,bahrein_area,land,Gerrha–Summan Pastoral Lands,Greek classical polity / local plateau / English,attested polity-landscape construction,GEO-PROXY;OCD-GERRHA;THAJ-ARCH,high,The Summan and Dahna margin formed the inland pastoral sphere behind Gerrha.,false
province,niua_province,tonga_area,land,Niua Post-Lapita Communities,local island name / archaeological term,archaeological island construction,GEO-PROXY;CAM-LAP,high,Post-Lapita communities occupied the northern Tongan islands by AD 1.,false
province,niue_province,niue_area,land,Uninhabited Niue Island,local island name / English,settlement-status island construction,GEO-PROXY;https://www.britannica.com/place/Niue/History,high,Secure settlement of Niue is many centuries later than AD 1.,false
province,nizhny_novgorod_province,nizhny_novgorod_area,land,Oka–Volga Gorodets Communities,local hydronyms / archaeological term,archaeological confluence construction,GEO-PROXY;BSE-GORODETS,high,Gorodets communities occupied the Oka-Volga confluence around AD 1.,false
province,nizhyn_province,severia_area,land,Desna–Seim Zarubintsy Communities,local hydronyms / archaeological term,archaeological river-region construction,GEO-PROXY;https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CZ%5CA%5CZarubyntsiaculture.htm,high,Zarubintsy communities occupied the Desna-Seim forest-steppe.,false
province,nizwa_province,oman_area,land,Samad–Hajar Oasis Communities,archaeological culture / local mountain name / English,archaeological oasis-region construction,GEO-PROXY;IRAQ-SAM;OUP-GUL,high,Samad-period communities occupied the Hajar oases around AD 1.,false
province,nobatia_province,nubia_proper_area,land,Meroitic Lower-Nubia of Faras–Ibrim,Greek-Latin kingdom and centers,attested polity-center construction,GEO-PROXY;OUP-MERO,high,Faras and Ibrim belonged to the Meroitic lower-Nile corridor before Nobatia.,false
province,nodaway_province,missouri_area,land,Nodaway–Missouri Woodland Communities,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;MOSHPO-KC,medium,Middle Woodland communities occupied the northwestern Missouri river corridor.,false
province,nograd_province,slovakia_area,land,Cotini–Quadi Ipoly–Sajó Lands,Latinized Celtic-Germanic ethnonyms / local hydronyms,attested peoples and river construction,GEO-PROXY;TAC-GER;OCD-GAL,high,The northern Carpathian valleys lay between Cotini and Quadi spheres.,false
province,nomlaki_province,california_area,land,Sacramento–Cache-Creek Archaic Communities,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;https://www.nps.gov/articles/000/archaic-culture.htm,medium,The northern valley and foothills receive a deep-time community frame.,false
province,nor_trondelag_province,nord_norge_area,land,Trøndelag Iron-Age Communities,local regional name / archaeological English,regional archaeological construction,GEO-PROXY;https://www.britannica.com/place/Norway/Settlement,medium,The Trondheim fjord and Namdal receive an Iron-Age frame before medieval administration.,false
province,nordland_coast_province,scandinavian_sea_zones_area,marine,Western-Norwegian Fjord Waters,English,directional physical maritime construction,GEO-PROXY;https://www.britannica.com/place/Norwegian-Sea,medium,The Trondheim and Nordland fjord approaches receive a physical maritime name.,false
province,nordland_province,nord_norge_area,land,Helgeland–Lofoten Maritime Communities,local regional and island names / English,paired-coast community construction,GEO-PROXY;https://www.britannica.com/place/Lofoten,medium,The fjord and island corridor supported northern Scandinavian maritime communities.,false
province,norfolk_nz_province,norfolk_nz_area,land,Uninhabited Southwest-Pacific Island,English,settlement-status physical construction,GEO-PROXY;https://www.britannica.com/place/Norfolk-Island,high,Norfolk Island had no established AD 1 settlement and loses its colonial name.,false
province,norfolk_province,east_anglia_area,land,Iceni of Venta Icenorum,Latinized Celtic ethnonym and Roman center,attested people-center construction,GEO-PROXY;PTO-GEO-II2,high,Venta Icenorum anchored the Iceni of East Anglia.,false
province,norra_osterbotten_province,norrland_area,land,Oulu–Kemi Forest Communities,local hydronyms / English,paired-river community construction,GEO-PROXY;ENC-NEEU,medium,The northern Gulf of Bothnia river forests receive a bounded material-community frame.,false
province,norrejylland_province,denmark_area,land,Cimbri–Charudes Northern Peninsula,Latinized Germanic ethnonyms / English,attested peoples and directional construction,GEO-PROXY;TAC-GER,medium,Classical Cimbri and Charudes traditions frame northern Jutland cautiously.,false
province,norridgewock_province,maine_area,land,Upper-Kennebec Woodland Communities,local hydronym / archaeological English,river-region archaeological construction,GEO-PROXY;NYSM-POINT;OAS-POINT,medium,Middle Woodland communities occupied the Moosehead-upper Kennebec corridor.,false
province,north_adriatic_sea_province,adriatic_sea_area,marine,Mare Hadriaticum Septentrionale,Latin,attested sea name plus direction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+5.1&fromdoc=Perseus%3Atext%3A1999.01.0239,high,The northern Adriatic is expressed through its classical Latin sea name.,false
province,north_alais_province,yandin_area,land,Yana–Indigirka Taiga Communities,local hydronyms / English,paired-river taiga construction,GEO-PROXY;https://www.britannica.com/place/Indigirka-River,medium,The northeast Siberian river corridor provides a neutral taiga-community frame.,false
province,north_alyutor_province,anadyr_area,land,Karagin–Olyutor Maritime Communities,local island and coast names / English,paired-coast community construction,GEO-PROXY;https://www.britannica.com/place/Kamchatka-Peninsula,medium,The northeastern Kamchatka coast receives a geographic maritime frame.,false
province,north_baltic_sea,inner_baltic_sea_area,marine,Northern Suebian Sea,English / Latinized classical regional term,directional classical maritime construction,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Tac.+Ger.+45,medium,The northern Baltic is framed as the far part of the classical Suebian Sea.,false
province,north_benin_province,benin_area,land,Owo–Ekiti Nok-Successor Iron Communities,local centers / archaeological English,archaeological transition construction,GEO-PROXY;JAA-NOK;OUP-NOK,medium,The forest-savanna iron horizon follows the end of distinct Nok traditions.,false
province,north_betsimisaraka_province,east_madagascar_area,land,Northeastern-Madagascar Pioneer Landscapes,English,settlement-horizon landscape construction,GEO-PROXY;https://www.cambridge.org/core/journals/antiquity/article/early-holocene-human-presence-in-madagascar-evidence-from-ambolisatra/77795B14D92E44E9B1BB71DA127BF0A9,low,The cautious label avoids projecting the much later Betsimisaraka identity.,false
province,north_caucasus_province,northern_caucasus_area,land,Siraces–Alani Kuban Highlands,Latinized Sarmatian ethnonyms / local hydronym / English,attested peoples and mountain construction,GEO-PROXY;WIL-SAR;ANA-SAR,medium,The upper Kuban and Caucasus passes lay among Siraces and early Alani-associated groups.,false
province,north_dalmatia_province,croatia_area,land,Liburni–Delmatae Adriatic March,Latinized Illyrian ethnonyms / English,attested peoples and coastal-border construction,GEO-PROXY;OCD-PAN,high,Northern Dalmatia lay between Liburnian coast and Delmatae interior.,false
province,north_darfur_province,darfur_area,land,Wadi-Howar–Marra Iron Communities,local river and mountain names / archaeological English,paired-landscape archaeological construction,GEO-PROXY;OUP-MERO,medium,The northern Darfur route and Jebel Marra margin held varied Iron-Age communities.,false
