granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
"province","senegambia_coastline","west_africa_coastline","marine","Senegal–Gambia Iron-Age Waters","local hydronyms / archaeological English","paired-river horizon maritime construction","GEO-PROXY;MET-IRON","medium","The two river mouths frame early ironworking coastal networks without the later Senegambia macro-region.","false"
"province","senonais_province","champagne_area","land","Senones and Agedincum","Latinized Gallic ethnonym / Latin place-name","attested people-center construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.3&fromdoc=Perseus%3Atext%3A1999.01.0239","high","Agedincum was the Roman center of the Senones and directly replaces medieval Sénonais.","false"
"province","senufo_province","kong_area","land","Bandama–Comoé Iron-Age Woodlands","local hydronyms / archaeological English","paired-river horizon construction","GEO-PROXY;MET-IRON","medium","Early ironworking communities between the Bandama and Comoé predate later Senufo territorial identities.","false"
"province","seogyeong_province","gwanseo_area","land","Lelang and Wanggeom","Han Chinese commandery and ancient center names","attested commandery-center construction","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Han Lelang Commandery and the earlier center Wanggeom directly frame the Pyongyang basin around AD 1.","false"
"province","seongju_province","yeongnam_area","land","Jinhan–Byeonhan Nakdong Lands","ancient Korean confederacy names / local hydronym / English","paired-confederacy river construction","GEO-PROXY;https://mnaju.museum.go.kr/eng/sub02_01.do","high","The middle Nakdong corridor lay between Jinhan and Byeonhan communities around AD 1.","false"
"province","sequoyah_province","california_area","land","Eel–Mattole Archaic Lands","indigenous hydronyms / archaeological English","paired-river horizon construction","GEO-PROXY;https://www.nps.gov/pore/learn/historyculture/people_coastmiwok.htm","medium","Long-lived northern Californian Archaic traditions frame the Eel–Mattole country without the unrelated Cherokee eponym Sequoyah.","false"
"province","serae_province","northern_ethiopia_area","land","Aksum–Adulis Highland Corridor","ancient center names / English","paired-center route construction","GEO-PROXY;https://whc.unesco.org/en/list/15/","high","The Eritrean highlands connected Aksum and Adulis within the developing Aksumite world around AD 1.","false"
"province","seram_coast_sea_province","indonesia_coasts_area","marine","Banda–Seram Exchange Waters","local island and sea names / English","paired-landmark maritime-network construction","GEO-PROXY;https://www.britannica.com/place/Seram","medium","The Banda and Seram waters supported Austronesian exchange networks before later island polities.","false"
"province","seram_province","moluccas_area","land","Seram Metal-Age Island","local island name / archaeological English","island-horizon construction","GEO-PROXY;https://www.britannica.com/place/Seram","medium","Metal Age Austronesian and Papuan-linked communities occupied Seram without a unified island state.","false"
"province","sergiyevsk_province","bolghar_area","land","Gorodets Cheremshan–Samara Lands","archaeological name / local hydronyms / English","horizon-paired-river construction","GEO-PROXY;ENC-NEEU","high","Late Gorodets communities occupied the Cheremshan–Samara forest-steppe before Russian Sergiyevsk.","false"
"province","setha_province","kham_area","land","Qiangic Upper-Dadu Lands","linguistic English / local hydronym","people-river construction","GEO-PROXY;HAN-WR","medium","The upper Dadu valleys receive a broad Qiangic frame before later Tibetan and Chinese administration.","false"
"province","seto_sea","japan_coastline","marine","Wa Inland-Island Waters","ancient Chinese ethnonym / English","people-landform maritime construction","GEO-PROXY;ISIJ-YAY","high","Wa communities and polities used the island-dotted inland sea as a major exchange corridor around AD 1.","false"
"province","settsu_province","kinai_area","land","Kawachi–Naniwa Wa Lands","local ancient geographic names / ancient Chinese ethnonym / English","paired-center people construction","GEO-PROXY;ISIJ-YAY","high","Yayoi communities around Kawachi and Naniwa belonged to the Kinai Wa interaction world before Settsu province.","false"
"province","sevilla_province","andalusia_area","land","Hispalis and the Baetis","Latin place-name and hydronym / English","attested center-river construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.2&fromdoc=Perseus%3Atext%3A1999.01.0239","high","Roman Hispalis on the Baetis directly anchors the lower Guadalquivir footprint.","false"
"province","shaam_province","levant_area","land","Damascus of Coele Syria","Ancient Greek / Latin","attested center-region construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+16.2&fromdoc=Perseus%3Atext%3A1999.01.0198","high","Damascus and Coele Syria provide the contemporary frame for the Anti-Lebanon and oasis corridor.","false"
