granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
"province","banaro_province","momase_area","land","Sepik–Chambri","local hydronym and lake name / English","river-lake settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Sepik-River","medium","The Sepik corridor and Chambri lake communities replace the narrow Banaro ethnonym across the province.","false"
"province","banavasi","karnakassala_area","land","Vaijayantī–Malnad","Sanskrit ancient place name / local geographic name","attested center-upland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Banavasi","high","Vaijayantī is the ancient Banavasi center and Malnad identifies its western Karnataka uplands.","false"
"province","bandundu_province","kongo_area","land","Kwango–Kasai Forests","local hydronyms / English","paired river and ecology construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Kasai-River","medium","The Kwango and Kasai basins replace the twentieth-century Bandundu administrative name.","false"
"province","bangalore_province","karnakassala_area","land","Kolar–Nandagiri Megalithic Lands","local place names / archaeological English","archaeological-landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Karnataka-state-India","medium","Kolar and Nandagiri anchor southern Deccan megalithic communities before medieval Bengaluru.","false"
"province","banggai_coast_sea_province","indonesia_coasts_area","marine","Tomini–Peling Waters","local bay and island names / English","paired coastal maritime construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Celebes-Sea","medium","Tomini Bay and Peling Strait identify the central Sulawesi waters without the raw coast-sea label.","false"
"province","banggai_province","celebes_area","land","Peling–Tojo Island Networks","local island and place names / English","island-community network construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Celebes","medium","Peling Tojo and the Togian chain frame Austronesian island networks without a later Banggai polity.","false"
"province","bangka_coast_sea_province","indonesia_coasts_area","marine","Bangka–Gaspar Straits","local island and strait names / English","paired maritime-channel construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Bangka-Island","high","Bangka and Gaspar straits precisely identify the passages east of Sumatra.","false"
"province","bangka_province","south_sumatra_area","land","Bangka–Belitung Island","local island names / English","paired island settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Bangka-Island","medium","The two tin-island communities replace a single-island vanilla reading without asserting one polity.","false"
"province","bangweulu_province","moshiko_area","land","Bangweulu–Luapula Wetlands","local lake and hydronym / English","lake-river wetland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Lake-Bangweulu","high","Lake Bangweulu and the Luapula drainage define the wetland footprint without leaving the vanilla name unchanged.","false"
"province","banjar_province","south_borneo_area","land","Barito–Nagara Riverlands","local hydronyms / English","paired river-basin construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Barito-River","medium","The Barito and Nagara waterways frame early southern Borneo communities before the Banjar kingdom.","false"
"province","bannajbur_province","baluchistan_area","land","Gedrosian Saravan","Greek classical region / local geographic name","attested region and oasis construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D15","high","The Saravan oases lay within inland Gedrosia, replacing the later Bannajbur form.","false"
"province","bannock_province","great_basin_area","land","Snake–Lemhi Archaic Lands","local hydronyms / archaeological English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Archaic-culture","medium","Snake and Lemhi valleys receive an AD 1 Archaic frame without backdating later Bannock identity.","false"
"province","banten_province","java_area","land","Sunda Strait–Pakuan Lands","local geographic names / English","strait-hinterland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Java-island-Indonesia","medium","The Sunda Strait coast and Pakuan hinterland replace the later Banten sultanate name.","false"
"province","baoan_province","beiping_area","land","Shanggu Passes","Han Chinese commandery name / English","attested commandery-landform construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","Han Shanggu Commandery controlled the Huailai and northern mountain passes at AD 1.","false"
"province","baode_province","shanxi_area","land","Yanmen–Xihe Frontier","Han Chinese commandery names / English","attested paired frontier commanderies","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","Yanmen and Xihe commanderies frame the northwestern Shanxi frontier around AD 1.","false"
"province","baoding_province","yannan_area","land","Zhongshan–Hejian","Han Chinese kingdom and commandery names","attested administrative composite","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","Zhongshan and Hejian jurisdictions cover the central Hebei plain before later Baoding.","false"
"province","baol_province","jolof_area","land","Saloum–Diourbel Savannas","local hydronym and place name / English","river-landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Senegal","medium","The Saloum and Diourbel savannas replace the later Baol kingdom label.","false"
"province","baoning_province","chuanxi_area","land","Langzhong–Northern Ba","Han Chinese city and historical region","attested center-region construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Langzhong anchors northern Ba country along the Jialing basin around AD 1.","false"
"province","baoqing_province","hunan_area","land","Lingling–Zijiang","Han Chinese commandery name / hydronym","attested commandery-river construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Zijiang basin lay within the Han Lingling regional system before later Baoqing.","false"
"province","baoule_province","kong_area","land","Bandama–Sassandra Forests","local hydronyms / English","paired river and ecology construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Bandama-River","medium","The Bandama and Sassandra forest country replaces the later Baoulé ethnonym across the province.","false"
"province","baracoa_province","cuba_area","land","Eastern Cuba Ceramic","English","directional archaeological-cultural construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Cuba/History","medium","A broad ceramic-community frame fits eastern Cuba around AD 1 without using the colonial Baracoa city name.","false"
"province","baram_province","north_borneo_area","land","Niah–Baram Riverlands","local cave-region and hydronym / English","archaeological center-river construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Niah-Cave","high","Niah and the Baram basin anchor longstanding northern Borneo settlement and exchange.","false"
"province","baramahal","tamil_land_area","land","Kongu–Dharmapuri","Tamil historical regions","regional geographic composite","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tamil-Nadu","medium","Kongu country and Dharmapuri uplands replace the later Baramahal administrative name.","false"
"province","baranya_province","transdanubia_area","land","Sopianae–Pannonii","Latin city name / Latinized ethnonym","attested center-people construction","installed:in_game/map_data/definitions.txt;https://academic.oup.com/edited-volume/61673/chapter-abstract/549687162","high","Sopianae and the surrounding Pannonii frame the lower Drava–Danube footprint before Baranya.","false"
"province","barat_daya_province","lesser_sunda_area","land","Babar–Wetar Island Networks","local island names / English","paired archipelago network construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Lesser-Sunda-Islands","medium","Babar Wetar and neighboring islands form an Austronesian exchange network without the Indonesian directional label Barat Daya.","false"
"province","barbastro_province","aragon_area","land","Ilergetes–Osca North","Latinized Iberian ethnonym / ancient city / English","attested people-center construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D3","high","Northern Ilergetan country around Osca replaces medieval Barbastro.","false"
"province","barca_province","cyrenaica_area","land","Barke–Euesperides","Greek city names","attested paired centers","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D17","high","Barke and Euesperides anchor western Cyrenaica and the Syrtic approach at AD 1.","false"
"province","barcelona_province","catalonia_area","land","Barcino–Laietani","Latin city name / Latinized Iberian ethnonym","attested center-people construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Barcelona/History","high","Roman Barcino and the Laietani replace the medieval-modern Barcelona province label.","false"
"province","bareilly_province","rokhilkhand_area","land","Ahicchatra–Northern Pañcāla","Sanskrit city and regional names","attested center-region construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Panchala","high","Ahicchatra was the principal center of northern Pañcāla in the Bareilly–Pilibhit plain.","false"
"province","barents_sea_province","russian_coastline","marine","Far Northern Scythian Sea","Greek classical macroregion / English","classical directional maritime construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","medium","A classical far-northern Scythian sea convention removes the sixteenth-century Barents eponym.","false"
"province","barga_province","west_stanovoi_area","land","Barguzin–Upper Angara Lands","local hydronyms / English","paired river-basin construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Lake-Baikal","medium","Barguzin and upper Angara valleys identify the Baikal-facing footprint without later Barga ethnicity.","false"
"province","bari_doab_province","punjab_area","land","Iravati–Vipāśā Doab","Sanskrit hydronyms / Persian landform term","paired ancient river construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Punjab-province-Pakistan","high","Ancient Iravati and Vipāśā identify the Ravi–Beas interfluve without leaving the later Bari Doab label.","false"
"province","bari_province","apulia_area","land","Barium–Peucetia","Latin city and regional names","attested center-region construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D6","high","Barium and Peucetia cover central Apulia before the medieval Terra di Bari.","false"
"province","barinas_province","apure_area","land","Apure–Guanare Llanos","indigenous hydronyms / Spanish landscape term","paired river-landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Llanos","medium","The Apure and Guanare plains replace the colonial Barinas name without a single-polity claim.","false"
"province","barkul_province","western_gobi_area","land","Pulei–Yiwulu Frontier","Han Chinese oasis names / English","attested paired oasis frontier construction","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/hantxt1.html","high","Pulei and Yiwulu anchor the Han–Xiongnu Barköl–Hami frontier around AD 1.","false"
"province","barlad_province","moldavia_area","land","Lower Siret Getae","local hydronym / Latinized ethnonym","attested people-river construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Getic communities along the lower Siret and Danube replace medieval Bârlad.","false"
"province","barlavento_islands","west_africa_coastline","marine","Far Western Sahel Waters","English","uninhabited directional maritime construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Cabo-Verde","medium","The Cape Verde islands were uninhabited in AD 1; a neutral maritime label removes the Portuguese Barlavento name.","false"
"province","barna_province","eastern_australia_area","land","Fitzroy–Capricorn Lands","local hydronym / geographic English","river-coastal landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Queensland-state-Australia","medium","The Fitzroy basin and Capricorn coast provide a broad physical name without treating Barna as the whole province.","false"
"province","baro_bhuyan_province","assam_area","land","Prāgjyotiṣa–Brahmaputra West","Sanskrit historical region / local hydronym / English","attested region-river construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Kamarupa","medium","Prāgjyotiṣa and the western Brahmaputra valley replace the much later Baro-Bhuyan confederacy.","false"
"province","barrois_province","lorraine_area","land","Leuci–Mediomatrici","Latinized Gallic ethnonyms","attested peoples composite","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","Leuci and Mediomatrici territories meet across the Meuse–Moselle footprint later called Barrois.","false"
"province","baruga_province","milne_area","land","Oro–Binandere Shores","local geographic name and ethnonym / English","coastal community construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/New-Guinea","medium","Oro and Binandere shore communities replace the narrower Baruga label across the province.","false"
"province","barus_coast_sea_province","indonesia_coasts_area","marine","Tapanuli–Siberut Waters","local geographic names / English","paired coastal maritime construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Sumatra","medium","Tapanuli Bay and the Siberut straits identify western Sumatran waters without the raw Barus coast label.","false"
"province","barus_province","north_sumatra_area","land","Tapanuli–Barus Coast Networks","local geographic names / English","port-coast exchange construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Sumatra","medium","Tapanuli and Barus anchor early western Sumatran coastal exchange without implying the later Barus polity.","false"
"province","barysaw_province","white_ruthenia_area","land","Berezina–Lukoml Lands","local hydronym and lake-region name / English","river-lake archaeological construction","installed:in_game/map_data/definitions.txt;https://poj.peeters-leuven.be/content.php?id=3291769&url=article","high","The Berezina and Lukoml lake country belonged to Dnieper–Dvina material traditions before medieval Barysaw.","false"
"province","barza_province","azerbaijan_area","land","Southern Atropatene","Greek / Latin historical region / English","attested region plus direction","installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/atropates-aturpat-lit/","high","The Urmia-facing Zagros footprint formed southern Atropatene around AD 1.","false"
"province","basarabia_province","moldavia_area","land","Tyras–Ister Limans","Greek classical hydronyms / local landform term","paired river-mouth construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","The Tyras and Ister mouths define the lagoon coast before medieval-modern Bessarabia.","false"
