granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
province,kaleap_province,southwestern_australia_area,land,Minang–Noongar Southern-Coast,indigenous ethnonyms / English,paired-community coastal construction,GEO-PROXY;https://www.britannica.com/place/Western-Australia/History,medium,The south coast is framed through broad indigenous cultural geography without colonial districts.,false
province,kalingandhra,andhra_area,land,Kalinga–Andhra Eastern Ghats,Sanskrit historical regions / English,paired attested-region construction,GEO-PROXY;PER;https://www.britannica.com/place/Kalinga-historical-kingdom-India,high,The Visakhapatnam coast and Ghats formed the meeting ground of Kalinga and Andhra.,false
province,kalispel_province,cascadia_area,land,Pend-Oreille–Spokane Plateau,local hydronym and regional name / English,paired-water plateau construction,GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/interior-salish,medium,The lake and Spokane basin provide an ancestral Salishan frame without later reservation boundaries.,false
province,kalisz_province,greater_poland_area,land,Prosna–Warta Przeworsk,local hydronyms / archaeological term,archaeological river-region construction,GEO-PROXY;UW-PRZEWORSK,high,Przeworsk communities occupied the Prosna-Warta corridor around AD 1.,false
province,kalmius_province,pryazovia_area,land,Tanais–Maeotian Sarmatian,Greek hydronym and ethnogeography / Latin ethnonym,attested river-coast people construction,GEO-PROXY;WIL-SAR;ANA-SAR,high,The Azov shore west of the Tanais formed a Maeotian-Sarmatian contact zone.,false
province,kalmyk_province,lower_yik_area,land,Daix–Caspian Aorsi Steppe,Greek hydronym / Latinized ethnonym / English,attested people-river construction,GEO-PROXY;UNESCO-CA-NOMADS;ANA-SAR,high,The lower Ural and Caspian steppe belonged to the broad Aorsi-Sarmatian sphere.,false
province,kalyana_karnakassala,karnakassala_area,land,Sātavāhana Karnata–Asmaka,Prakrit dynasty / Sanskrit regions / English,attested polity-border construction,GEO-PROXY;https://www.britannica.com/topic/Satavahana-dynasty,high,The upper Krishna and Bhima corridor linked Sātavāhana Karnata with Asmaka.,false
province,kamchatka_coast_province,yakutsk_sea_area,marine,Karagin–Kamchatka Pacific,local island and peninsula names / English,paired-shore maritime construction,GEO-PROXY;https://www.britannica.com/place/Kamchatka-Peninsula,medium,The northeast Pacific coast receives a physical name without later Russian administration.,false
province,kamensk_province,kansk_area,land,Kan–Biryusa Kulay,local hydronyms / archaeological term,archaeological river-region construction,GEO-PROXY;TOM-KUL,medium,The Kan and Biryusa forests lay within the eastern reach of Kulay interaction.,false
province,kamilaroi_province,eastern_australia_area,land,Namoi–Baaka Basin,local hydronyms / English,paired-river community construction,GEO-PROXY;https://www.britannica.com/place/Darling-River,medium,The inland river basin provides a geographic frame before later Kamilaroi territorial mapping.,false
province,kaministiquia_province,northwestern_ontario_area,land,Kaministiquia–Superior,local hydronym and lake name / archaeological English,river-lake archaeological construction,GEO-PROXY;OAS-POINT,medium,Woodland communities around the river and western Lake Superior replace colonial regional geography.,false
province,kamisak_province,keewatin_n_area,land,Kazan–Thelon Tundra,local hydronyms / English,paired-river tundra construction,GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/thelon-river,medium,The central tundra drainages provide a neutral frame for mobile communities.,false
province,kamma_nadu,andhra_area,land,Krishna–Palnadu Andhra,local hydronym and region / Sanskrit historical region,river-region construction,GEO-PROXY;https://www.britannica.com/place/Andhra-Pradesh/History,high,The lower Krishna and Palnadu uplands formed part of the Andhra-Sātavāhana sphere.,false
province,kampili,karnakassala_area,land,Upper Tungabhadra–Karnata,local hydronym / Sanskrit region / English,river-region construction,GEO-PROXY;https://www.britannica.com/place/Karnataka-state-India/History,medium,The Bellary basin and upper Tungabhadra provide a pre-medieval Karnata frame.,false
province,kamyshlov_province,ural_area,land,Iset–Pyshma Sargat,local hydronyms / archaeological term,archaeological river-region construction,GEO-PROXY;RAS-SARGAT-CHRON;HUM-SAR,high,Sargat communities occupied the Trans-Ural forest-steppe around the Iset and Pyshma.,false
province,kanaky_coastal_sea_zones_province,kanaky_sea_zones_area,marine,New-Caledonian Lagoon Waters,local archipelago name / English,physical reef-maritime construction,GEO-PROXY;CAM-LAP,medium,The barrier reefs and lagoon passages define the Kanaky maritime footprint.,false
province,kanaky_province,kanaky_area,land,Kanak Post-Lapita Island,indigenous ethnonym / archaeological term / English,archaeological island construction,GEO-PROXY;CAM-LAP,high,Post-Lapita communities occupied New Caledonia and neighboring islands by AD 1.,false
province,kanamarca_province,puna_area,land,Canas–Canchis Pukara,local regions / archaeological culture,paired-region archaeological construction,GEO-PROXY;https://www.metmuseum.org/toah/hd/puka/hd_puka.htm,high,Pukara-linked communities occupied the highlands between Canas and Canchis around AD 1.,false
province,kanara,konkan_area,land,Konkana–Goa Monsoon Coast,Sanskrit historical region / local place name / English,attested region-coast construction,GEO-PROXY;PER,high,The Goa-Bhatkal shore belonged to the ancient Konkana maritime corridor.,false
province,kanawha_province,west_virginia_area,land,Ohio–Kanawha Woodland,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;NPS-OZARK-HOPEWELL,medium,Middle Woodland communities along the Kanawha and Ohio replace later tribal geography.,false
province,kandahar_province,sistan_area,land,Alexandria Arachosia and Its,Greek city and region names / English,attested center-region construction,GEO-PROXY;https://www.iranicaonline.org/articles/arachosia,high,Alexandria Arachosia anchored the Kandahar plain around AD 1.,false
province,kandi_province,gur_area,land,Niger–Atakora Iron,local hydronym and mountain name / archaeological English,river-mountain archaeological construction,GEO-PROXY;https://www.metmuseum.org/toah/hd/aftr/hd_aftr.htm,medium,The Niger and Atakora corridor provides a pre-state iron-age frame.,false
province,kanem_province,kanem_area,land,Lake Chad Daima Iron,local lake name / archaeological term,archaeological lake-region construction,GEO-PROXY;OUP-CHAD,high,Daima and related iron-working settlements frame the lake basin before Kanem.,false
province,kangra_province,punjab_area,land,Trigarta–Kuninda Himalayan,Sanskrit historical peoples / English,attested paired-polity construction,GEO-PROXY;BM-TRIBAL-COINS,high,Trigarta and Kuninda coin-polities frame the Kangra and Sutlej hill country.,false
province,kaniagmiut_province,western_arctic_area,land,Kodiak Maritime,local island name / English,island-maritime archaeological construction,GEO-PROXY;https://www.nps.gov/kodi/learn/historyculture/alutiiq.htm,high,Long-lived maritime communities occupied Kodiak well before historic Koniag naming.,false
province,kanienkehaka_province,haudenosaunee_area,land,Mohawk-Valley Woodland,indigenous hydronym / archaeological English,river-valley archaeological construction,GEO-PROXY;NYSM-POINT;OAS-POINT,medium,Point Peninsula and related Woodland communities precede the historic Kanien'kehá:ka confederational frame.,false
province,kankakee_province,indiana_area,land,Kankakee–Wabash Woodland,local hydronyms / archaeological English,paired-river archaeological construction,GEO-PROXY;ISAS-HAVANA,medium,Middle Woodland communities occupied the marsh and river corridor.,false
province,kano_province,south_hausa_area,land,Nok–Kano Iron,archaeological culture / local region / English,archaeological transition construction,GEO-PROXY;JAA-NOK;OUP-NOK,medium,The Kano plains lay near the northern edge of fading Nok-linked iron traditions.,false
