granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,australia_highseas_21,darumbal_province_coast,sea,Darumbal Capricorn-Keppel,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_22,darumbal_province_coast,sea,Darumbal Keppel-Curtis Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_23,darumbal_province_coast,sea,Capricorn–Moreton,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_24,turrbal_burugardi_province_coast,sea,Turrbal K-gari-Moreton Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_25,turrbal_burugardi_province_coast,sea,Turrbal Moreton-Stradbroke,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_26,turrbal_burugardi_province_coast,sea,Turrbal Stradbroke-Tweed,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_27,turrbal_burugardi_province_coast,sea,Turrbal Tweed-Minjerribah,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_28,dharug_bombala_province_coast,sea,Northeastern Eora–Yuin Sea,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_29,dharug_bombala_province_coast,sea,Dharug Hawkesbury-Jervis,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_3,tiwi_province_coast,sea,Tiwi Arafura-Melville Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_31,dharug_bombala_province_coast,sea,Dharug Jervis-Monaro Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_33,tasmania_province_coast,sea,Palawa Bass-Furneaux Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_34,tasmania_province_coast,sea,Southeastern Lutruwita Sea,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_36,tasmania_province_coast,sea,Midwater Lutruwita,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_37,tasmania_province_coast,sea,Palawa Huon-Maatsuyker Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_39,braikalung_buandig_province_coast,sea,Buandig Portland-Discovery,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_4,ngalakan_province_coast,sea,Northwest Arafura,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_40,braikalung_buandig_province_coast,sea,Buandig Southern Offing,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_41,pintigga_kooapudna_province_coast,sea,Pintigga Spencer-Investigator,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_42,pintigga_kooapudna_province_coast,sea,Pintigga Kangaroo Waters,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_43,pintigga_kooapudna_province_coast,sea,Pintigga Southern Offing,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_44,wahgunyah_province_coast,sea,Mirning Southern Offing,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_45,nawu_tidni_province_coast,sea,Nauo Nuyts-Spencer Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_46,nawu_tidni_province_coast,sea,Nauo Coffin-Fowlers Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_47,kalaako_kaleap_province_coast,sea,Kalaako Esperance-Recherche,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_48,kalaako_kaleap_province_coast,sea,Kalaako Recherche-Israelite,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_49,kalaako_kaleap_province_coast,sea,Kalaako Southern Offing,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_5,ngalakan_province_coast,sea,Northeast Yolngu,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_50,kalaako_kaleap_province_coast,sea,Kalaako Albany-Esperance,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_51,wardandi_yoberrore_province_coast,sea,Wardandi Albany-Leeuwin Outer,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_52,wardandi_yoberrore_province_coast,sea,Wardandi Leeuwin-Geographe,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_53,wardandi_yoberrore_province_coast,sea,Wardandi Geographe Waters,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_54,wardandi_yoberrore_province_coast,sea,Wardandi Naturaliste-Rottnest,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_55,wardandi_yoberrore_province_coast,sea,Wardandi Rottnest-Jurien,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_56,mandurah_badimaya_province_coast,sea,Badimaya Jurien-Abrolhos,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
location,australia_highseas_57,mandurah_badimaya_province_coast,sea,Badimaya Abrolhos-Shark-Bay,indigenous or ancient geography / English,sourced local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 geographic label.,false
