granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
"province","hejian_province","yannan_area","land","Hejian and Zhongshan Kingdoms","Han Chinese / English","attested kingdom composite","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens","high","The lower Hutuo and central Hebei footprint spans the Han kingdoms of Hejian and Zhongshan rather than the later prefectural unit.","false"
"province","hellin_province","murcia_area","land","Bastetani of the Segura Uplands","Latinized Iberian ethnonym / local hydronym / English","attested people-landform construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.4&fromdoc=Perseus%3Atext%3A1999.01.0239","high","The Hellin and upper Segura footprint belongs to the Bastetanian interior and receives a river qualifier distinct from neighboring coastal districts.","false"
"province","henan_province","henan_area","land","Henan Commandery and Luoyang","Han Chinese / English","attested commandery-center construction","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens","high","Han Henan Commandery and the imperial center Luoyang directly anchor this Luo River footprint around AD 1.","false"
"province","hengzhou_guangxi_province","liangjiang_area","land","Yulin Western Marches","Han Chinese / English","attested commandery-direction construction","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The inland Guangxi footprint lay within the western reaches of Han Yulin Commandery rather than the later Hengzhou prefecture.","false"
"province","hengzhou_province","hunan_area","land","Lingling and Guiyang Borderlands","Han Chinese / English","attested commandery-frontier construction","GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Hengyang and southern Hunan valleys straddle the Han commanderies of Lingling and Guiyang.","false"
"province","heni_province","yunnan_area","land","Ailao–Red River Highlands","ancient ethnonym / local hydronym / English","people-river-landform construction","GEO-PROXY;https://www.britannica.com/place/Yunnan/History","medium","The southeastern Yunnan and upper Red River footprint is framed by Ailao-era highland communities without backdating a medieval Heni unit.","false"
"province","heqing_province","dali_area","land","Dian of the Erhai North","ancient ethnonym / local lake name / English","people-lake-direction construction","GEO-PROXY;https://www.britannica.com/place/Yunnan/History","medium","The Jianchuan and Heqing valleys receive a northern Erhai Dian frame while avoiding later Nanzhao and prefectural geography.","false"
"province","herat_province","eastern_khorasan_area","land","Aria and Alexandria Areion","Ancient Greek / Latin","attested region-center construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+11.10&fromdoc=Perseus%3Atext%3A1999.01.0198","high","Aria and its metropolis Alexandria Areion provide the contemporary classical frame for the Hari basin.","false"
"province","herefordshire_province","midlands_area","land","Silures–Dobunni Borderlands","Latinized Brittonic ethnonyms / English","attested people-frontier construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.5&fromdoc=Perseus%3Atext%3A1999.01.0239","medium","The Wye and Marches footprint lay between the Silures and Dobunni before the medieval shire existed.","false"
"province","hereti_province","georgia_area","land","Caucasian Albania of the Alazani","Ancient Greek / local hydronym / English","attested region-river construction","GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+11.4&fromdoc=Perseus%3Atext%3A1999.01.0198","high","The Alazani valleys and eastern Caucasus approaches belonged to the western margin of Caucasian Albania around AD 1.","false"
