granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,lindi,lower_ruvuma_province,land,Southern-Azanian Ruvuma Coast — N Plain,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;PER;UC-MOMBASA,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lindi_kwila,bena_province,land,Lulua–Kasai Forests — NW Plain,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Kasai-River,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lindjarvi,inner_aunus_karelia_province,land,Onega–Svir Finnic Forest — S Marshes,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;GERMANIA-NEVA;ENC-NEEU,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,linfen,pingyang_province,land,Hedong Fen–Pingyang Lands — WSW Plain,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingao,qiongzhou_province,land,Zhuya–Dan'er Northern Isle — WNW Plain,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;BHR;CHG,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingayen_gulf,philippines_coast_province,sea,Ilocos–Lingayen Iron-Age Waters — SE Narrows,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/phil/hd_phil.htm,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingbao,shanzhou_province,land,Hongnong Eastern-Gates Lands — W Hills,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingbi,suzhou_north_province,land,Pei–Jiujiang Huai Plain — ENE Plain,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;installed:in_game/map_data/definitions.txt;BHR;CHG,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingchuan,guilin_province,land,Shi'an Commandery–Gui River — ESE Hills,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
location,lingchuan_zezhou,zezhou_province,land,Shangdang Commandery–Gaodu Lands — E Range,ancient or local ethnogeographic / English,source-led AD 1 province-centroid construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,medium,The label combines the researched AD 1 province frame with installed terrain and relative position.,false
