utc,elapsed_seconds,pid,paused,resumes,captures,rss_mib,vms_mib,private_mib,pagefile_mib,system_used_mib,system_available_mib,swap_used_mib,gpu_used_mib,gpu_total_mib,gdi_objects,user_objects,handles,threads,error_log_bytes,crash_directories
2026-08-12T15:46:43.319621+00:00,1.938,25764,1,0,1,5848.941,9153.488,9153.488,9153.488,20911.203,11808.004,8766.762,4614,10240,119,84,1629,56,995,60
2026-08-12T15:46:46.292228+00:00,5.563,25764,0,1,1,5913.48,9227.379,9227.379,9227.379,20994.453,11724.754,8766.762,4618,10240,119,84,1629,56,995,60
2026-08-12T15:47:41.153900+00:00,60.406,25764,0,1,1,5984.977,9265.156,9265.156,9265.156,21123.84,11595.367,8766.758,4631,10240,119,84,1631,56,995,60
2026-08-12T15:48:11.838813+00:00,91.109,25764,0,1,1,6032.699,9315.637,9315.637,9315.637,21026.762,11692.445,8766.258,4621,10240,119,84,1628,56,995,60
2026-08-12T15:48:41.260079+00:00,120.5,25764,0,1,1,6087.93,9380.168,9380.168,9380.168,21102.152,11617.055,8766.258,4631,10240,119,84,1630,56,995,60
2026-08-12T15:49:11.867734+00:00,151.141,25764,0,1,1,6053.18,9361.531,9361.531,9361.531,20959.535,11759.672,8766.238,4596,10240,119,84,1628,56,995,60
2026-08-12T15:49:41.463553+00:00,180.734,25764,0,1,2,6034.984,9313.402,9313.402,9313.402,21031.758,11687.449,8766.234,4603,10240,119,84,1628,56,995,60
2026-08-12T15:50:10.858907+00:00,210.125,25764,0,1,2,6064.668,9345.254,9345.254,9345.254,20988.219,11730.988,8766.234,4611,10240,119,84,1626,56,995,60
2026-08-12T15:50:41.485540+00:00,240.75,25764,0,1,2,6033.332,9313.719,9313.719,9313.719,20996.863,11722.344,8765.992,4603,10240,119,84,1626,56,995,60
2026-08-12T15:51:10.871946+00:00,270.125,25764,0,1,2,6012.312,9317.258,9317.258,9317.258,20937.383,11781.824,8765.117,4608,10240,119,84,1628,56,995,60
2026-08-12T15:51:41.550396+00:00,300.813,25764,0,1,2,6040.027,9593.656,9593.656,9593.656,20791.887,11927.32,8805.383,4603,10240,119,84,1630,56,995,60
2026-08-12T15:52:10.862457+00:00,330.125,25764,0,1,2,6000.93,9284.191,9284.191,9284.191,20759.188,11960.02,8805.352,4608,10240,119,84,1628,56,995,60
2026-08-12T15:52:41.723378+00:00,360.984,25764,0,1,3,5991.754,9302.297,9302.297,9302.297,20774.918,11944.289,8805.352,4603,10240,119,84,1628,56,995,60
2026-08-12T15:53:11.088799+00:00,390.359,25764,0,1,3,6010.535,9294.129,9294.129,9294.129,20693.73,12025.477,8805.352,4598,10240,119,84,1626,56,995,60
2026-08-12T15:53:41.714986+00:00,420.984,25764,0,1,3,6002.316,9340.812,9340.812,9340.812,20729.707,11989.5,8805.34,4603,10240,119,84,1626,56,995,60
2026-08-12T15:54:11.041073+00:00,450.313,25764,0,1,3,6004.875,9288.742,9288.742,9288.742,20678.199,12041.008,8805.336,4596,10240,119,84,1628,56,995,60
2026-08-12T15:54:41.637726+00:00,480.906,25764,0,1,3,5984.234,9294.047,9294.047,9294.047,20672.184,12047.023,8805.336,4603,10240,119,84,1626,56,995,60
2026-08-12T15:55:11.021097+00:00,510.281,25764,0,1,3,6012.703,9324.859,9324.859,9324.859,20701.41,12017.797,8805.316,4598,10240,119,84,1626,56,995,60
2026-08-12T15:55:41.810238+00:00,541.078,25764,0,1,4,5999.824,9344.117,9344.117,9344.117,20703.961,12015.246,8805.305,4603,10240,119,84,1626,56,995,60
2026-08-12T15:56:11.188996+00:00,570.453,25764,0,1,4,6007.734,9349.059,9349.059,9349.059,20672.809,12046.398,8805.293,4596,10240,119,84,1628,56,995,60
2026-08-12T15:56:41.739746+00:00,601.016,25764,0,1,4,6002.699,9374.176,9374.176,9374.176,20705.016,12014.191,8805.293,4603,10240,119,84,1626,56,995,60
2026-08-12T15:57:11.131114+00:00,630.406,25764,0,1,4,6030.703,9401.699,9401.699,9401.699,20553.695,12165.512,8800.211,4599,10240,119,84,1626,56,995,60
2026-08-12T15:57:41.781689+00:00,661.047,25764,0,1,4,6019.836,9348.629,9348.629,9348.629,20516.34,12202.867,8800.199,4603,10240,119,84,1628,56,995,60
2026-08-12T15:58:11.126710+00:00,690.391,25764,0,1,4,6035.918,9366.836,9366.836,9366.836,20496.805,12222.402,8800.199,4598,10240,119,84,1628,56,995,60
2026-08-12T15:58:41.948752+00:00,721.219,25764,0,1,5,6018.109,9373.898,9373.898,9373.898,20559.477,12159.73,8800.191,4603,10240,119,84,1626,56,995,60
2026-08-12T15:59:11.303655+00:00,750.578,25764,0,1,5,6015.223,9374.047,9374.047,9374.047,20487.207,12232.0,8800.18,4598,10240,119,84,1626,56,995,60
2026-08-12T15:59:41.887795+00:00,781.156,25764,0,1,5,6007.918,9362.297,9362.297,9362.297,20602.906,12116.301,8800.16,4609,10240,119,84,1628,56,995,60
2026-08-12T16:00:11.320902+00:00,810.594,25764,0,1,5,5978.586,9461.27,9461.27,9461.27,20483.355,12235.852,8800.16,4598,10240,119,84,1626,56,995,60
2026-08-12T16:00:41.913616+00:00,841.188,25764,0,1,5,5957.512,9288.164,9288.164,9288.164,20566.48,12152.727,8800.16,4603,10240,119,84,1626,56,995,60
2026-08-12T16:01:11.272561+00:00,870.547,25764,0,1,5,5971.871,9335.746,9335.746,9335.746,20468.371,12250.836,8800.148,4601,10240,119,84,1628,56,995,60
2026-08-12T16:01:42.048248+00:00,901.313,25764,0,1,6,5991.988,9322.449,9322.449,9322.449,20726.207,11993.0,8799.926,4603,10240,119,84,1630,56,995,60
2026-08-12T16:02:11.445156+00:00,930.703,25764,0,1,6,5983.227,9310.938,9310.938,9310.938,20740.125,11979.082,8799.895,4598,10240,119,84,1628,56,995,60
2026-08-12T16:02:40.836562+00:00,960.094,25764,0,1,6,6013.125,9353.418,9353.418,9353.418,20821.633,11897.574,8799.891,4604,10240,119,84,1626,56,995,60
2026-08-12T16:03:11.472090+00:00,990.734,25764,0,1,6,5975.035,9277.32,9277.32,9277.32,20715.133,12004.074,8799.891,4596,10240,119,84,1626,56,995,60
2026-08-12T16:03:40.816071+00:00,1020.078,25764,0,1,6,5983.965,9287.684,9287.684,9287.684,20738.746,11980.461,8799.883,4599,10240,119,84,1628,56,995,60
2026-08-12T16:04:11.443160+00:00,1050.703,25764,0,1,6,5984.641,9317.52,9317.52,9317.52,20778.0,11941.207,8799.879,4598,10240,119,83,1606,49,995,60
2026-08-12T16:04:41.105561+00:00,1080.375,25764,0,1,7,6032.086,9626.629,9626.629,9626.629,20891.34,11827.867,8799.797,4591,10240,119,83,1604,49,995,60
2026-08-12T16:05:11.738614+00:00,1111.0,25764,0,1,7,6018.738,9616.363,9616.363,9616.363,20748.879,11970.328,8799.797,4596,10240,119,83,1606,49,995,60
2026-08-12T16:05:41.127542+00:00,1140.391,25764,0,1,7,6004.352,9600.039,9600.039,9600.039,20582.02,12137.188,8833.875,4603,10240,119,83,1606,49,995,60
2026-08-12T16:06:11.853920+00:00,1171.109,25764,0,1,7,5977.367,9364.41,9364.41,9364.41,20636.695,12082.512,8833.875,4596,10240,119,83,1604,49,995,60
2026-08-12T16:06:41.228352+00:00,1200.484,25764,0,1,7,5964.5,9322.379,9322.379,9322.379,20545.766,12173.441,8833.875,4603,10240,119,83,1604,49,995,60
2026-08-12T16:07:11.921274+00:00,1231.188,25764,0,1,7,5978.84,9340.473,9340.473,9340.473,20529.34,12189.867,8833.867,4593,10240,119,83,1606,49,995,60
2026-08-12T16:07:41.497649+00:00,1260.766,25764,0,1,8,5985.828,9349.719,9349.719,9349.719,20675.125,12044.082,8833.867,4603,10240,119,83,1606,49,995,60
2026-08-12T16:08:10.905456+00:00,1290.172,25764,0,1,8,5973.457,9327.086,9327.086,9327.086,20639.211,12079.996,8833.867,4605,10240,119,83,1608,49,995,60
2026-08-12T16:08:41.547513+00:00,1320.828,25764,0,1,8,6003.359,9336.977,9336.977,9336.977,20591.516,12127.691,8833.602,4603,10240,119,83,1608,49,995,60
2026-08-12T16:09:10.924911+00:00,1350.203,25764,0,1,8,6055.086,9613.469,9613.469,9613.469,20649.707,12069.5,8833.594,4605,10240,119,83,1604,49,995,60
2026-08-12T16:09:41.597875+00:00,1380.859,25764,0,1,8,6050.246,9605.391,9605.391,9605.391,20751.512,11967.695,8833.578,4603,10240,119,83,1608,49,995,60
2026-08-12T16:10:11.036086+00:00,1410.297,25764,0,1,8,6030.184,9392.887,9392.887,9392.887,20643.062,12076.145,8833.578,4596,10240,119,83,1606,49,995,60
2026-08-12T16:10:41.853652+00:00,1441.125,25764,0,1,9,6055.582,9423.0,9423.0,9423.0,20727.766,11991.441,8832.379,4603,10240,119,83,1606,49,995,60
2026-08-12T16:11:11.185669+00:00,1470.453,25764,0,1,9,6026.23,9388.656,9388.656,9388.656,20690.176,12029.031,8832.375,4596,10240,119,83,1606,49,995,60
2026-08-12T16:11:41.885082+00:00,1501.156,25764,0,1,9,6046.773,9441.387,9441.387,9441.387,20742.605,11976.602,8832.367,4603,10240,119,83,1610,49,995,60
2026-08-12T16:12:11.286428+00:00,1530.563,25764,0,1,9,6051.492,9419.223,9419.223,9419.223,20736.074,11983.133,8831.867,4608,10240,119,83,1604,49,995,60
2026-08-12T16:12:41.896055+00:00,1561.156,25764,0,1,9,6049.891,9505.035,9505.035,9505.035,20796.211,11922.996,8831.855,4603,10240,119,83,1604,49,995,60
2026-08-12T16:13:11.317872+00:00,1590.578,25764,0,1,9,6041.812,9432.926,9432.926,9432.926,20774.973,11944.234,8830.504,4596,10240,119,83,1606,49,995,60
2026-08-12T16:13:42.156366+00:00,1621.422,25764,0,1,10,6065.344,9673.852,9673.852,9673.852,20788.727,11930.48,8830.504,4603,10240,119,83,1606,49,995,60
2026-08-12T16:14:11.494866+00:00,1650.766,25764,0,1,10,6038.52,9416.645,9416.645,9416.645,20724.102,11995.105,8830.445,4603,10240,119,83,1602,48,995,60
2026-08-12T16:14:40.908227+00:00,1680.188,25764,0,1,10,6073.707,9458.57,9458.57,9458.57,20826.805,11892.402,8830.422,4609,10240,119,83,1604,48,995,60
2026-08-12T16:15:11.571183+00:00,1710.844,25764,0,1,10,6074.469,9432.055,9432.055,9432.055,20734.738,11984.469,8830.406,4599,10240,119,83,1600,48,995,60
2026-08-12T16:15:40.908186+00:00,1740.172,25764,0,1,10,6067.758,9422.371,9422.371,9422.371,20813.004,11906.203,8830.406,4611,10240,119,83,1600,48,995,60
2026-08-12T16:16:11.620547+00:00,1770.891,25764,0,1,10,6066.156,9393.812,9393.812,9393.812,20766.555,11952.652,8830.406,4596,10240,119,83,1600,48,995,60
2026-08-12T16:16:41.241273+00:00,1800.516,25764,0,1,11,6061.625,9387.105,9387.105,9387.105,20793.27,11925.938,8830.402,4603,10240,119,83,1600,48,995,60
2026-08-12T16:17:11.940161+00:00,1831.203,25764,0,1,11,6066.07,9413.613,9413.613,9413.613,20754.934,11964.273,8830.402,4598,10240,119,83,1600,48,995,60
2026-08-12T16:17:41.309062+00:00,1860.563,25764,0,1,11,6065.047,9387.547,9387.547,9387.547,20980.648,11738.559,8830.383,4603,10240,119,83,1600,48,995,60
2026-08-12T16:18:10.786269+00:00,1890.047,25764,0,1,11,6067.688,9620.137,9620.137,9620.137,20962.605,11756.602,8826.617,4599,10240,119,83,1602,48,995,60
2026-08-12T16:18:41.464687+00:00,1920.734,25764,0,1,11,6067.891,9583.262,9583.262,9583.262,20812.777,11906.43,8826.613,4603,10240,119,83,1602,48,995,60
2026-08-12T16:19:10.819644+00:00,1950.078,25764,0,1,11,6076.09,9592.25,9592.25,9592.25,20782.734,11936.473,8826.566,4598,10240,119,83,1513,48,995,60
2026-08-12T16:19:41.672627+00:00,1980.953,25764,0,1,12,6063.781,9377.914,9377.914,9377.914,20795.406,11923.801,8826.418,4603,10240,119,83,1511,48,995,60
2026-08-12T16:20:11.145772+00:00,2010.391,25764,0,1,12,6091.441,9417.684,9417.684,9417.684,20799.547,11919.66,8826.414,4601,10240,119,83,1511,48,995,60
2026-08-12T16:20:41.828696+00:00,2041.094,25764,0,1,12,6062.172,9409.238,9409.238,9409.238,20903.207,11816.0,8826.414,4603,10240,119,83,1515,48,995,60
2026-08-12T16:21:11.224552+00:00,2070.5,25764,0,1,12,6067.895,9414.285,9414.285,9414.285,20765.559,11953.648,8826.414,4601,10240,119,83,1513,48,995,60
2026-08-12T16:21:41.960295+00:00,2101.219,25764,0,1,12,6063.758,9381.672,9381.672,9381.672,20872.812,11846.395,8824.586,4609,10240,119,83,1513,48,995,60
2026-08-12T16:22:11.420941+00:00,2130.688,25764,0,1,12,6073.461,9418.359,9418.359,9418.359,20785.621,11933.586,8824.586,4596,10240,119,83,1513,48,995,60
